"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":287}]","287","Instructions","RTS","instructions","636","292793","0.0-593.0","",""
"","529","RTS_01","RTS","survey-multi-choice-vertical","637","293325","0.0-594.0","{""Q0"":""1. Los horóscopos tienen razón con demasiada frecuencia para que sea una coincidencia.""}","{""Q0"":"" Verdadero""}"
"","459","RTS_02","RTS","survey-multi-choice-vertical","638","293788","0.0-595.0","{""Q0"":""2. A veces realizo ciertos pequeños rituales para alejarme de las influencias negativas.""}","{""Q0"":"" Verdadero""}"
"","450","RTS_03","RTS","survey-multi-choice-vertical","639","294240","0.0-596.0","{""Q0"":""3. He experimentado un estado alterado de conciencia en el que sentí que me volví cósmicamente iluminado.""}","{""Q0"":"" Falso""}"
"","436","RTS_04","RTS","survey-multi-choice-vertical","640","294679","0.0-597.0","{""Q0"":""4. En la actualidad, soy muy bueno imaginando y haciendo cosas.""}","{""Q0"":"" Verdadero""}"
"","445","RTS_05","RTS","survey-multi-choice-vertical","641","295127","0.0-598.0","{""Q0"":""5. He sentido que había recibido una sabiduría especial, para ser comunicada al resto de la humanidad.""}","{""Q0"":"" Falso""}"
"","410","RTS_06","RTS","survey-multi-choice-vertical","642","295539","0.0-599.0","{""Q0"":""6. A veces me he comportado de una manera mucho más impulsiva y/o desinhibida que de costumbre.""}","{""Q0"":"" Falso""}"
"","418","RTS_07","RTS","survey-multi-choice-vertical","643","295960","0.0-600.0","{""Q0"":""7. Me fascinan las nuevas ideas, tengan o no un valor práctico.""}","{""Q0"":"" Falso""}"
"","454","RTS_08","RTS","survey-multi-choice-vertical","644","296418","0.0-601.0","{""Q0"":""8. A veces he sentido una presencia maligna a mi alrededor, aunque no pude verla.""}","{""Q0"":"" Verdadero""}"
"","441","RTS_09","RTS","survey-multi-choice-vertical","645","296862","0.0-602.0","{""Q0"":""9. Mis pensamientos a veces han llegado tan rápido que no podía escribirlos todos lo suficientemente rápido.""}","{""Q0"":"" Falso""}"
"","421","RTS_10","RTS","survey-multi-choice-vertical","646","297285","0.0-603.0","{""Q0"":""10. Si ya no pudiera fingir, no sería yo, no sería la misma persona.""}","{""Q0"":"" Verdadero""}"
"","424","RTS_11","RTS","survey-multi-choice-vertical","647","297713","0.0-604.0","{""Q0"":""11. A veces experimento cosas como si fueran doblemente reales.""}","{""Q0"":"" Falso""}"
"","426","RTS_12","RTS","survey-multi-choice-vertical","648","298141","0.0-605.0","{""Q0"":""12. A veces es posible para mí estar completamente inmerso en la naturaleza o en el arte y sentir como si todo mi estado de conciencia se hubiera alterado temporalmente de alguna manera.""}","{""Q0"":"" Falso""}"
"","418","RTS_13","RTS","survey-multi-choice-vertical","649","298563","0.0-606.0","{""Q0"":""13. A menudo tengo un día en que las luces en espacios interiores parecen tan brillantes que me molestan los ojos.""}","{""Q0"":"" Verdadero""}"
"","424","RTS_14","RTS","survey-multi-choice-vertical","650","298991","0.0-607.0","{""Q0"":""14. Estoy convencido de que he tenido al menos una experiencia de telepatía entre otra persona y yo.""}","{""Q0"":"" Verdadero""}"
"","414","RTS_15","RTS","survey-multi-choice-vertical","651","299409","0.0-608.0","{""Q0"":""15. Estoy convencido de que soy psíquico.""}","{""Q0"":"" Verdadero""}"
"","428","RTS_16","RTS","survey-multi-choice-vertical","652","299840","0.0-609.0","{""Q0"":""16. He experimentado un estado alterado de conciencia que creo que transformó por completo (de manera positiva) la forma en que me miraba a mí mismo.""}","{""Q0"":"" Verdadero""}"
"","416","RTS_17","RTS","survey-multi-choice-vertical","653","300260","0.0-610.0","{""Q0"":""17. Estoy convencido de que he tenido un presentimiento sobre el futuro que se hizo realidad y que (creo) no fue solo una coincidencia.""}","{""Q0"":"" Verdadero""}"
"","421","RTS_18","RTS","survey-multi-choice-vertical","654","300684","0.0-611.0","{""Q0"":""18. Creo que realmente sé lo que algunas personas quieren decir cuando hablan de experiencias místicas.""}","{""Q0"":"" Falso""}"
"","415","RTS_19","RTS","survey-multi-choice-vertical","655","301102","0.0-612.0","{""Q0"":""19. He pasado por momentos en los que los olores parecían más fuertes y abrumadores de lo habitual.""}","{""Q0"":"" Falso""}"
"","430","RTS_20","RTS","survey-multi-choice-vertical","656","301534","0.0-613.0","{""Q0"":""20. Puedo sentir claramente de nuevo (revivir) en mi imaginación cosas tales como: la sensación de una suave brisa, arena cálida bajo los pies descalzos, la suavidad del pelaje, la hierba fresca, el calor del sol y el olor a hierba recién cortada.""}","{""Q0"":"" Falso""}"
"","416","RTS_21","RTS","survey-multi-choice-vertical","657","301954","0.0-614.0","{""Q0"":""21. Una persona debe tratar de comprender sus sueños y dejarse guiar por ellos o recibir advertencias de ellos.""}","{""Q0"":"" Falso""}"
"","400","RTS_22","RTS","survey-multi-choice-vertical","658","302356","0.0-615.0","{""Q0"":""22. Mientras escucho mi música favorita, además de sentirme tranquilo, relajado, feliz, etc., a menudo tengo un sentimiento de unidad con la música, o de estar en otro lugar o tiempo, o de recordar vívidamente el pasado. ""}","{""Q0"":"" Falso""}"
"","419","RTS_23","RTS","survey-multi-choice-vertical","659","302778","0.0-616.0","{""Q0"":""23. A veces siento de alguna manera la presencia de alguien que no está físicamente allí.""}","{""Q0"":"" Falso""}"
