"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":245}]","245","Instructions","PSS","instructions","525","251630","0.0-482.0","",""
"","698","PSS_01","PSS","survey-multi-choice-vertical","526","252332","0.0-483.0","{""Q0"":""1. En el último mes, ¿con qué frecuencia ha estado afectado/a por algo que ha ocurrido inesperadamente?""}","{""Q0"":"" Casi nunca""}"
"","567","PSS_02","PSS","survey-multi-choice-vertical","527","252903","0.0-484.0","{""Q0"":""2. En el último mes, ¿con qué frecuencia se ha sentido incapaz de controlar las cosas importantes en su vida?""}","{""Q0"":"" Nunca""}"
"","668","PSS_03","PSS","survey-multi-choice-vertical","528","253576","0.0-485.0","{""Q0"":""3. En el último mes, ¿con qué frecuencia se ha sentido nervioso/a o estresado/a?""}","{""Q0"":"" A menudo""}"
"","576","PSS_04","PSS","survey-multi-choice-vertical","529","254157","0.0-486.0","{""Q0"":""4. En el último mes, ¿con qué frecuencia ha manejado con éxito los pequeños problemas irritantes de la vida?""}","{""Q0"":"" Muy a menudo""}"
"","568","PSS_05","PSS","survey-multi-choice-vertical","530","254729","0.0-487.0","{""Q0"":""5. En el último mes, ¿con qué frecuencia ha sentido que ha afrontado efectivamente los cambios importantes que han estado ocurriendo en su vida?""}","{""Q0"":"" Casi nunca""}"
"","581","PSS_06","PSS","survey-multi-choice-vertical","531","255313","0.0-488.0","{""Q0"":""6. En el último mes, ¿con qué frecuencia ha estado seguro/a sobre su capacidad para manejar sus problemas personales?""}","{""Q0"":"" Casi nunca""}"
"","542","PSS_07","PSS","survey-multi-choice-vertical","532","255859","0.0-489.0","{""Q0"":""7. En el último mes, ¿con qué frecuencia ha sentido que las cosas le van bien?""}","{""Q0"":"" De vez en cuando""}"
"","584","PSS_08","PSS","survey-multi-choice-vertical","533","256448","0.0-490.0","{""Q0"":""8. En el último mes, ¿con qué frecuencia ha sentido que no podía afrontar todas las cosas que tenía que hacer?""}","{""Q0"":"" Nunca""}"
"","592","PSS_09","PSS","survey-multi-choice-vertical","534","257045","0.0-491.0","{""Q0"":""9. En el último mes, ¿con qué frecuencia ha podido controlar las dificultades de su vida?""}","{""Q0"":"" A menudo""}"
"","545","PSS_10","PSS","survey-multi-choice-vertical","535","257595","0.0-492.0","{""Q0"":""10. En el último mes, ¿con qué frecuencia se ha sentido al control de todo?""}","{""Q0"":"" Nunca""}"
"","534","PSS_11","PSS","survey-multi-choice-vertical","536","258134","0.0-493.0","{""Q0"":""11. En el último mes, ¿con qué frecuencia ha estado enfadado/a porque las cosas que le han ocurrido estaban fuera de su control?""}","{""Q0"":"" De vez en cuando""}"
"","563","PSS_12","PSS","survey-multi-choice-vertical","537","258701","0.0-494.0","{""Q0"":""12. En el último mes, ¿con qué frecuencia ha pensado sobre las cosas que le quedan por lograr?""}","{""Q0"":"" Muy a menudo""}"
"","557","PSS_13","PSS","survey-multi-choice-vertical","538","259263","0.0-495.0","{""Q0"":""13. En el último mes, ¿con qué frecuencia ha podido controlar la forma de pasar el tiempo?""}","{""Q0"":"" De vez en cuando""}"
"","583","PSS_14","PSS","survey-multi-choice-vertical","539","259850","0.0-496.0","{""Q0"":""14. En el último mes, ¿con qué frecuencia ha sentido que las dificultades se acumulan tanto que no puede superarlas?""}","{""Q0"":"" A menudo""}"
