"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":275}]","275","Instructions","RSS","instructions","624","286795","0.0-581.0","",""
"","616","RSS_01","RSS","survey-multi-choice-horizontal","625","287415","0.0-582.0","{""Q0"":""1. Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":""Muy en desacuerdo""}"
"","537","RSS_02","RSS","survey-multi-choice-horizontal","626","287957","0.0-583.0","{""Q0"":""2. Creo que tengo un buen número de cualidades.""}","{""Q0"":""Muy de acuerdo""}"
"","541","RSS_03","RSS","survey-multi-choice-horizontal","627","288501","0.0-584.0","{""Q0"":""3. En general, me inclino a pensar que soy un fracasado/a.""}","{""Q0"":""Muy en desacuerdo""}"
"","546","RSS_04","RSS","survey-multi-choice-horizontal","628","289051","0.0-585.0","{""Q0"":""4. Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":""Muy de acuerdo""}"
"","537","RSS_05","RSS","survey-multi-choice-horizontal","629","289592","0.0-586.0","{""Q0"":""5. Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":""En desacuerdo""}"
"","551","RSS_06","RSS","survey-multi-choice-horizontal","630","290147","0.0-587.0","{""Q0"":""6. Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":""En desacuerdo""}"
"","557","RSS_07","RSS","survey-multi-choice-horizontal","631","290709","0.0-588.0","{""Q0"":""7. En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":""En desacuerdo""}"
"","678","RSS_08","RSS","survey-multi-choice-horizontal","632","291391","0.0-589.0","{""Q0"":""8. Desearía valorarme más a mi mismo/a.""}","{""Q0"":""Muy en desacuerdo""}"
"","568","RSS_09","RSS","survey-multi-choice-horizontal","633","291964","0.0-590.0","{""Q0"":""9. A veces me siento verdaderamente inútil.""}","{""Q0"":""De acuerdo""}"
"","534","RSS_10","RSS","survey-multi-choice-horizontal","634","292503","0.0-591.0","{""Q0"":""10. A veces pienso que no soy bueno/a para nada.""}","{""Q0"":""Muy de acuerdo""}"
