"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":209}]","209","Instructions","Cov19Q","instructions","31","17788","0.0-39.0","",""
"","467","Cov19Q_01","Cov19Q","survey-multi-choice-vertical","32","18256","0.0-40.0","{""Q0"":""1. ¿Usted ha contraído Coronavirus (covid-19) en el último año?""}","{""Q0"":"" No""}"
"","392","Cov19Q_02","Cov19Q","survey-multi-choice-vertical","33","18649","0.0-41.0","{""Q0"":""2. ¿Algún miembro de su hogar, que vive con usted, ha contraído Coronavirus (covid-19) en el último año?""}","{""Q0"":"" No""}"
"","396","Cov19Q_03","Cov19Q","survey-multi-choice-vertical","34","19047","0.0-42.0","{""Q0"":""3. ¿Conoce de algún cercano (familiar, amigo, conocido), que ha contraído Coronavirus (covid-19) en el último año?""}","{""Q0"":"" Si""}"
"","640","Cov19Q_04","Cov19Q","survey-multi-choice-vertical","35","19689","0.0-43.0","{""Q0"":""4. Considerando la información de esta semana que usted maneja sobre la evolución del coronavirus ¿Qué tan grave considera la pandemia?""}","{""Q0"":"" Poco grave""}"
"","586","Cov19Q_05","Cov19Q","survey-multi-choice-vertical","36","20278","0.0-44.0","{""Q0"":"" En el último tiempo han circulado teorías y supuestos sobre la pandemia del coronavirus. Al respecto, usted cree que:   5. El virus fue creado en un laboratorio.""}","{""Q0"":"" De acuerdo""}"
"","578","Cov19Q_06","Cov19Q","survey-multi-choice-vertical","37","20858","0.0-45.0","{""Q0"":"" En el último tiempo han circulado teorías y supuestos sobre la pandemia del coronavirus. Al respecto, usted cree que:   6. El virus fue esparcido intencionalmente.""}","{""Q0"":"" En desacuerdo""}"
"","616","Cov19Q_07","Cov19Q","survey-multi-choice-vertical","38","21475","0.0-46.0","{""Q0"":"" En el último tiempo han circulado teorías y supuestos sobre la pandemia del coronavirus. Al respecto, usted cree que:   7. El virus, independientemente si es natural o creado, ha sido utilizado a propósito para dominarnos y/o dañarnos.""}","{""Q0"":"" Ni de acuerdo ni en desacuerdo""}"
"","595","Cov19Q_08","Cov19Q","survey-multi-choice-vertical","39","22073","0.0-47.0","{""Q0"":"" En el último tiempo han circulado teorías y supuestos sobre la pandemia del coronavirus. Al respecto, usted cree que:   8. Todo esto del virus y/o sus consecuencias es más bien un montaje, posiblemente falso.""}","{""Q0"":"" De acuerdo""}"
"","552","Cov19Q_09","Cov19Q","survey-multi-choice-vertical","40","22628","0.0-48.0","{""Q0"":"" En el último tiempo han circulado teorías y supuestos sobre la pandemia del coronavirus. Al respecto, usted cree que:   9. Todo esto del virus y/o sus consecuencias es mucho menos grave de lo que se dice o no muy distinto que otros virus existentes (como la influenza o similares).""}","{""Q0"":"" Muy de acuerdo""}"
