"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":227}]","227","Instructions","bRCOPE","instructions","12","8781","0.0-20.0","",""
"","733","bRCOPE_01","bRCOPE","survey-multi-choice-horizontal","13","9515","0.0-21.0","{""Q0"":""1. Supongo que mi Iglesia por momentos me abandona.""}","{""Q0"":""Casi\n Siempre""}"
"","638","bRCOPE_02","bRCOPE","survey-multi-choice-horizontal","14","10155","0.0-22.0","{""Q0"":""2. Trato de comprender que Dios me fortalece a través de ciertas situaciones.""}","{""Q0"":""Siempre""}"
"","598","bRCOPE_03","bRCOPE","survey-multi-choice-horizontal","15","10755","0.0-23.0","{""Q0"":""3. Pongo en entredicho el poder de Dios.""}","{""Q0"":""A veces""}"
"","595","bRCOPE_04","bRCOPE","survey-multi-choice-horizontal","16","11352","0.0-24.0","{""Q0"":""4. Junto con Dios, intento llevar a cabo mis planes.""}","{""Q0"":""Siempre""}"
"","590","bRCOPE_05","bRCOPE","survey-multi-choice-horizontal","17","11944","0.0-25.0","{""Q0"":""5. Busco la ayuda de Dios, para olvidar mi enojo.""}","{""Q0"":""Siempre""}"
"","581","bRCOPE_06","bRCOPE","survey-multi-choice-horizontal","18","12529","0.0-26.0","{""Q0"":""6. Busco el amor y el cuidado de Dios.""}","{""Q0"":""A veces""}"
"","591","bRCOPE_07","bRCOPE","survey-multi-choice-horizontal","19","13121","0.0-27.0","{""Q0"":""7. Pido perdón por mis pecados.""}","{""Q0"":""Casi\n Siempre""}"
"","614","bRCOPE_08","bRCOPE","survey-multi-choice-horizontal","20","13737","0.0-28.0","{""Q0"":""8. Me siento castigado por Dios por mi falta de devoción.""}","{""Q0"":""Siempre""}"
"","576","bRCOPE_09","bRCOPE","survey-multi-choice-horizontal","21","14316","0.0-29.0","{""Q0"":""9. Pongo en duda el amor que Dios siente por mí.""}","{""Q0"":""Casi\n Siempre""}"
"","582","bRCOPE_10","bRCOPE","survey-multi-choice-horizontal","22","14901","0.0-30.0","{""Q0"":""10. Me enfoco en mi religión para dejar de preocuparme por mis problemas.""}","{""Q0"":""Casi\n Nunca""}"
"","572","bRCOPE_11","bRCOPE","survey-multi-choice-horizontal","23","15476","0.0-31.0","{""Q0"":""11. Me pregunto qué pude haber hecho para que Dios me castigue de esa manera.""}","{""Q0"":""Casi\n Siempre""}"
"","595","bRCOPE_12","bRCOPE","survey-multi-choice-horizontal","24","16073","0.0-32.0","{""Q0"":""12. Me he preguntado si Dios me ha abandonado.""}","{""Q0"":""Siempre""}"
"","586","bRCOPE_13","bRCOPE","survey-multi-choice-horizontal","25","16660","0.0-33.0","{""Q0"":""13. Me siento convencido que el demonio hace que las cosas pasen.""}","{""Q0"":""Siempre""}"
"","566","bRCOPE_14","bRCOPE","survey-multi-choice-horizontal","26","17228","0.0-34.0","{""Q0"":""14. Busco la cercanía de Dios.""}","{""Q0"":""A veces""}"
