"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":280}]","280","Instructions","SASS","instructions","667","307906","0.0-625.0","",""
"","435","SASS_01","SASS","survey-multi-choice-vertical","668","308344","0.0-626.0","{""Q0"":""1. ¿Tiene usted algún trabajo?""}","{""Q0"":"" No""}"
"","568","SASS_03","SASS","survey-multi-choice-vertical","669","308917","0.0-628.0-0.0","{""Q0"":""2. ¿Qué tan interesado/a está en actividades relacionadas a su hogar?""}","{""Q0"":"" Medianamente""}"
"","518","SASS_04","SASS","survey-multi-choice-vertical","670","309439","0.0-629.0","{""Q0"":""3. Realiza estas actividades, con: ""}","{""Q0"":"" Nada de gozo""}"
"","540","SASS_05","SASS","survey-multi-choice-vertical","671","309982","0.0-630.0","{""Q0"":""4. ¿Está interesado/a en pasatiempos/ocio?""}","{""Q0"":"" Mucho""}"
"","520","SASS_06","SASS","survey-multi-choice-vertical","672","310506","0.0-631.0","{""Q0"":""5. La calidad de tu tiempo libre es:""}","{""Q0"":"" Muy buena""}"
"","533","SASS_07","SASS","survey-multi-choice-vertical","673","311042","0.0-632.0","{""Q0"":""6. ¿Con qué frecuencia usted busca contacto con los miembros de su familia? (Cónyuges, Hijos, Padres, etc.)""}","{""Q0"":"" Raramente""}"
"","529","SASS_08","SASS","survey-multi-choice-vertical","674","311576","0.0-633.0","{""Q0"":""7. El estado de relaciones de su familia es:""}","{""Q0"":"" Insatisfactorio""}"
"","523","SASS_09","SASS","survey-multi-choice-vertical","675","312104","0.0-634.0","{""Q0"":""8- Fuera de su familia, ¿tiene relaciones con:""}","{""Q0"":"" Nadie?""}"
"","501","SASS_10","SASS","survey-multi-choice-vertical","676","312608","0.0-635.0","{""Q0"":""9. ¿Intenta formar relaciones con otras personas:""}","{""Q0"":"" Muy activamente?""}"
"","491","SASS_11","SASS","survey-multi-choice-vertical","677","313104","0.0-636.0","{""Q0"":""10. ¿En general, cómo valora sus relaciones con otras personas?""}","{""Q0"":"" Muy buena""}"
"","507","SASS_12","SASS","survey-multi-choice-vertical","678","313614","0.0-637.0","{""Q0"":""11. ¿Qué valor le otorga a sus relaciones con otras personas?""}","{""Q0"":"" Algún valor""}"
"","502","SASS_13","SASS","survey-multi-choice-vertical","679","314120","0.0-638.0","{""Q0"":""12. ¿Qué tan a menudo las personas en su círculo social buscan tomar contacto con usted?""}","{""Q0"":"" A menudo""}"
"","514","SASS_14","SASS","survey-multi-choice-vertical","680","314638","0.0-639.0","{""Q0"":""13. ¿Se preocupa de las normas sociales, las buenas maneras, la cortesía, etc.?""}","{""Q0"":"" Raramente""}"
"","542","SASS_15","SASS","survey-multi-choice-vertical","681","315184","0.0-640.0","{""Q0"":""14. ¿Hasta qué punto está usted involucrado/a en la vida comunitaria (Club, etc.)""}","{""Q0"":"" Completamente""}"
"","538","SASS_16","SASS","survey-multi-choice-vertical","682","315725","0.0-641.0","{""Q0"":""15. ¿Le gusta buscar información acerca de cosas, situaciones, y personas para mejorar su comprensión de ellos?""}","{""Q0"":"" Mucho""}"
"","526","SASS_17","SASS","survey-multi-choice-vertical","683","316256","0.0-642.0","{""Q0"":""16. ¿Está interesado/a en información científica, técnica o cultural?""}","{""Q0"":"" Levemente""}"
"","524","SASS_18","SASS","survey-multi-choice-vertical","684","316784","0.0-643.0","{""Q0"":""17. ¿Con qué frecuencia encuentra dificultad para expresar su opinión a las personas?""}","{""Q0"":"" A menudo""}"
"","534","SASS_19","SASS","survey-multi-choice-vertical","685","317321","0.0-644.0","{""Q0"":""18. ¿Con qué frecuencia se siente rechazado/a o excluido/a de su círculo?""}","{""Q0"":"" Siempre""}"
"","504","SASS_20","SASS","survey-multi-choice-vertical","686","317829","0.0-645.0","{""Q0"":""19. ¿Qué tan importante considera su apariencia física?""}","{""Q0"":"" Mucho""}"
"","544","SASS_21","SASS","survey-multi-choice-vertical","687","318378","0.0-646.0","{""Q0"":""20. ¿En qué grado tiene dificultades para manejar sus recursos e ingresos económicos?""}","{""Q0"":"" A veces""}"
"","508","SASS_22","SASS","survey-multi-choice-vertical","688","318889","0.0-647.0","{""Q0"":""21. ¿Se siente capaz de organizar su entorno de acuerdo a sus deseos y necesidades?""}","{""Q0"":"" No mucho""}"
