"success","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","rt","response","question_order"
"true","Instructions","DEMOGR","fullscreen","113","55097","0.0-122.0","","","",""
"","DEMOGR_01","DEMOGR","survey-text","114","57481","0.0-123.0","{""Q0"":""Indica tu edad""}","2382","{""Q0"":""39""}",""
"","DEMOGR_02","DEMOGR","survey-multi-choice-vertical","115","57932","0.0-124.0","{""Q0"":""Indica tu género""}","449","{""Q0"":"" No binario""}",""
"","DEMOGR_03","DEMOGR","survey-html-form","116","58322","0.0-125.0","{""Q0"":""Indica tu correo electrónico personal(enviaremos la giftcard a este email cuando finalices las tareas)""}","389.2700000001205","{""Q0"":""4hj5muO@gmail.com""}",""
"","DEMOGR_05","DEMOGR","survey-multi-choice-vertical","117","58708","0.0-126.0","{""Q0"":""¿Tienes algún tipo de daltonismo?""}","385","{""Q0"":"" No""}",""
"","DEMOGR_06","DEMOGR","survey-html-form","118","59092","0.0-127.0","{""Q0"":""Elige del desplegable tu comuna de residencia.""}","381.13000000021566","{""Q0"":""3te8rf8a3crzNjGyazeg4urbzgWlh""}",""
"","DEMOGR_07","DEMOGR","survey-multi-choice-vertical","119","60338","0.0-128.0","{""Q0"":""Indica tú nivel de estudios""}","1240","{""Q0"":"" Sin educación formal""}",""
"","DEMOGR_08","DEMOGR","survey-multi-choice-vertical","120","60983","0.0-129.0","{""Q0"":""¿Qué estas estudiando?""}","642","{""Q0"":"" Otro""}",""
"","DEMOGR_10","DEMOGR","survey-multi-choice-vertical","121","61619","0.0-131.0","{""Q0"":""Año completado de tus estudios""}","633","{""Q0"":"" Quinto""}",""
"","DEMOGR_11","DEMOGR","survey-html-form","122","61988","0.0-132.0","{""Q0"":""Elige del desplegable la institución educativa a la que asistes. En caso de que no aparezca, introduce el nombre.""}","368.45000000039","{""Q0"":""OiLUYcqRX8mFBeA9eNXF6baFGwRwnJP0PH93""}",""
"","DEMOGR_12","DEMOGR","survey-multi-choice-vertical","123","63106","0.0-133.0","{""Q0"":""Indica el nivel de estudios de tu madre""}","1112","{""Q0"":"" Magíster o Doctorado incompleta""}",""
"","DEMOGR_13","DEMOGR","survey-multi-choice-vertical","124","64229","0.0-134.0","{""Q0"":""Indica el nivel de estudios de tu padre""}","1117","{""Q0"":"" Centro de Formación Técnica o en Instituto Profesional incompleta""}",""
"","DEMOGR_14","DEMOGR","survey-multi-choice-vertical","125","64876","0.0-135.0","{""Q0"":""¿Qué tipo de seguro de salud tienes?""}","643","{""Q0"":"" FONASA B""}",""
"","DEMOGR_15","DEMOGR","survey-multi-choice-horizontal","126","65324","0.0-136.0","{""Q0"":""¿Alguna vez has estado embarazada?""}","447","{""Q0"":"" Si""}",""
"","DEMOGR_16","DEMOGR","survey-multi-choice-horizontal","127","65702","0.0-137.0","{""Q0"":""¿Alguna vez has tenido un parto vaginal o cesarea?""}","377","{""Q0"":"" Si""}",""
"","DEMOGR_17","DEMOGR","survey-multi-choice-horizontal","128","66204","0.0-138.0","{""Q0"":""¿Quieres tener hijos en el futuro?""}","500","{""Q0"":"" Si""}",""
"","DEMOGR_18","DEMOGR","survey-text","129","66601","0.0-139.0","{""Q0"":""¿Cuántos hijos(as) te gustaría tener? (0, 1, 2, 3...)""}","396","{""Q0"":""73""}",""
"","DEMOGR_19","DEMOGR","survey-multi-select","130","67105","0.0-140.0","{""Q0"":""Indica si alguna de las siguientes personas o grupos ha tenido una cesarea (puedes marcar más de una opción):""}","501.6000000000495","{""Q0"":[""&nbsp;Amigas cercanas""]}","[0]"
