"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":280}]","280","Instructions","SASS","instructions","667","305681","0.0-625.0","",""
"","440","SASS_01","SASS","survey-multi-choice-vertical","668","306123","0.0-626.0","{""Q0"":""1. ¿Tiene usted algún trabajo?""}","{""Q0"":"" No""}"
"","572","SASS_03","SASS","survey-multi-choice-vertical","669","306700","0.0-628.0-0.0","{""Q0"":""2. ¿Qué tan interesado/a está en actividades relacionadas a su hogar?""}","{""Q0"":"" Nada""}"
"","562","SASS_04","SASS","survey-multi-choice-vertical","670","307265","0.0-629.0","{""Q0"":""3. Realiza estas actividades, con: ""}","{""Q0"":"" Poco de gozo""}"
"","542","SASS_05","SASS","survey-multi-choice-vertical","671","307810","0.0-630.0","{""Q0"":""4. ¿Está interesado/a en pasatiempos/ocio?""}","{""Q0"":"" Mucho""}"
"","529","SASS_06","SASS","survey-multi-choice-vertical","672","308343","0.0-631.0","{""Q0"":""5. La calidad de tu tiempo libre es:""}","{""Q0"":"" Buena""}"
"","552","SASS_07","SASS","survey-multi-choice-vertical","673","308898","0.0-632.0","{""Q0"":""6. ¿Con qué frecuencia usted busca contacto con los miembros de su familia? (Cónyuges, Hijos, Padres, etc.)""}","{""Q0"":"" Raramente""}"
"","550","SASS_08","SASS","survey-multi-choice-vertical","674","309451","0.0-633.0","{""Q0"":""7. El estado de relaciones de su familia es:""}","{""Q0"":"" Bueno""}"
"","542","SASS_09","SASS","survey-multi-choice-vertical","675","309997","0.0-634.0","{""Q0"":""8- Fuera de su familia, ¿tiene relaciones con:""}","{""Q0"":"" Pocas personas?""}"
"","534","SASS_10","SASS","survey-multi-choice-vertical","676","310536","0.0-635.0","{""Q0"":""9. ¿Intenta formar relaciones con otras personas:""}","{""Q0"":"" Pasivamente?""}"
"","531","SASS_11","SASS","survey-multi-choice-vertical","677","311071","0.0-636.0","{""Q0"":""10. ¿En general, cómo valora sus relaciones con otras personas?""}","{""Q0"":"" Insatisfactoria""}"
"","515","SASS_12","SASS","survey-multi-choice-vertical","678","311591","0.0-637.0","{""Q0"":""11. ¿Qué valor le otorga a sus relaciones con otras personas?""}","{""Q0"":"" Algún valor""}"
"","534","SASS_13","SASS","survey-multi-choice-vertical","679","312130","0.0-638.0","{""Q0"":""12. ¿Qué tan a menudo las personas en su círculo social buscan tomar contacto con usted?""}","{""Q0"":"" Muy a menudo""}"
"","564","SASS_14","SASS","survey-multi-choice-vertical","680","312699","0.0-639.0","{""Q0"":""13. ¿Se preocupa de las normas sociales, las buenas maneras, la cortesía, etc.?""}","{""Q0"":"" La mayor parte del tiempo""}"
"","577","SASS_15","SASS","survey-multi-choice-vertical","681","313279","0.0-640.0","{""Q0"":""14. ¿Hasta qué punto está usted involucrado/a en la vida comunitaria (Club, etc.)""}","{""Q0"":"" Para nada""}"
"","564","SASS_16","SASS","survey-multi-choice-vertical","682","313848","0.0-641.0","{""Q0"":""15. ¿Le gusta buscar información acerca de cosas, situaciones, y personas para mejorar su comprensión de ellos?""}","{""Q0"":"" Moderadamente""}"
"","560","SASS_17","SASS","survey-multi-choice-vertical","683","314412","0.0-642.0","{""Q0"":""16. ¿Está interesado/a en información científica, técnica o cultural?""}","{""Q0"":"" Levemente""}"
"","553","SASS_18","SASS","survey-multi-choice-vertical","684","314970","0.0-643.0","{""Q0"":""17. ¿Con qué frecuencia encuentra dificultad para expresar su opinión a las personas?""}","{""Q0"":"" A veces""}"
"","545","SASS_19","SASS","survey-multi-choice-vertical","685","315520","0.0-644.0","{""Q0"":""18. ¿Con qué frecuencia se siente rechazado/a o excluido/a de su círculo?""}","{""Q0"":"" A menudo""}"
"","565","SASS_20","SASS","survey-multi-choice-vertical","686","316090","0.0-645.0","{""Q0"":""19. ¿Qué tan importante considera su apariencia física?""}","{""Q0"":"" Para nada""}"
"","562","SASS_21","SASS","survey-multi-choice-vertical","687","316655","0.0-646.0","{""Q0"":""20. ¿En qué grado tiene dificultades para manejar sus recursos e ingresos económicos?""}","{""Q0"":"" A veces""}"
"","533","SASS_22","SASS","survey-multi-choice-vertical","688","317192","0.0-647.0","{""Q0"":""21. ¿Se siente capaz de organizar su entorno de acuerdo a sus deseos y necesidades?""}","{""Q0"":"" Muchísimo""}"
