"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":211}]","211","Instructions","CRTv","instructions","97","48874","0.0-106.0","",""
"","422","CRTv_01","CRTv","survey-text","98","49298","0.0-107.0","{""Q0"":""1. El papá de María tiene 5 hijas y ningún hijo: Nana, Nene, Nini, Nono ¿Cuál es probablemente el nombre de la quinta hija?""}","{""Q0"":""cL5kKgZWzYESYhUD0GKUdU5OfHDHPtlnz8V0pFI9PiSAlviKghTQy4JBBS66I6PcMmIWtTDhtzNiQu58RL50l1O80X5eUP6K4D5K""}"
"","381","CRTv_02","CRTv","survey-text","99","49681","0.0-108.0","{""Q0"":""2. Si estuvieras corriendo una carrera y pasaras a la persona en segundo lugar ¿En qué lugar quedarías?""}","{""Q0"":""Mm5L2pSyQqHdpK1cPvY285lgC40ugZRZUchb71SrY5mqrNuWTcsWN02HPXEiMMGDcFjp8bapskAaeESM""}"
"","372","CRTv_03","CRTv","survey-text","100","50054","0.0-109.0","{""Q0"":""3. En una noche de tormenta un avión despega desde Nueva York. La tormenta empeora y el avión se estrella. La mitad cae en los Estados Unidos y la otra mitad en Canadá ¿En qué país enterrarías a los sobrevivientes?""}","{""Q0"":""VnA4derYWtRZJeI4kZmU3wud3CBBe7nnX8Sn""}"
"","361","CRTv_04","CRTv","survey-text","101","50417","0.0-110.0","{""Q0"":""4. Un mono, una ardilla, y un pájaro están haciendo una carrera hacia la punta de un manzano ¿Quién obtendrá el plátano primero? ¿El mono, la ardilla o el pájaro?""}","{""Q0"":""G0Opdl9np6kSE5kgm7brH6JRCwUYQh80nJ5MfT2PSBLD1s2pT""}"
"","383","CRTv_05","CRTv","survey-text","102","50802","0.0-111.0","{""Q0"":""5. En una casa de un piso color rojo, había una persona roja, un gato rojo, un pez rojo, un computador rojo, una silla roja, una tabla roja, un teléfono rojo, una ducha roja ¡Todo era de color rojo! ¿De qué color son probablemente las escaleras?""}","{""Q0"":""NZp3XIMiut1GTqGKIJIJ2YU2Vvpdx4RnUr299sHkW0z1GQNJAaoFCXiAk2TFDc9DfIvBftcTelkfdWCMeVVltkOh2jA""}"
"","375","CRTv_06","CRTv","survey-text","103","51179","0.0-112.0","{""Q0"":""6. ¿Qué número de cada animal puso Moisés en el arca?""}","{""Q0"":""YIWXFWKT7M99oJl9FuzoJq6AgnpizBP8l7ExJuGZg0wgZHuFXLMS1RyR5ebaNtQz99yjtGZRp6vLBkGnuHbj2""}"
"","373","CRTv_07","CRTv","survey-text","104","51554","0.0-113.0","{""Q0"":""7. El viento fluye en dirección oeste. Un tren eléctrico viaja hacia el este ¿En qué dirección cardinal viaja el humo de la locomotora?""}","{""Q0"":""gVF7yhrtrCTgjWDnTJvYRJeVpKgVLkqVhpYrVueZHHSv""}"
"","359","CRTv_08","CRTv","survey-text","105","51914","0.0-114.0","{""Q0"":""8. Si tienes solo un fósforo y caminas a una habitación oscura donde hay aceite de lámpara, un periódico y madera ¿Qué cosa prenderías primero?""}","{""Q0"":""ApkdFEfOm5lMkciwATAr2ZawPM7bcCC8lx3KPKUf3rc2Ge5KIQMJgJsyCNb4770zJP3R1lRV0Jxd7D""}"
"","412","CRTv_09","CRTv","survey-text","106","52328","0.0-115.0","{""Q0"":""9. ¿Sería ético que un hombre se casara con la hermana de su viuda?""}","{""Q0"":""UL8NDmgbe4U1jjlsim2ksL1jmiwYtryF5SWrOaqajQIjN8XRQsIK14zlv0L5X3KRngTITW7DiAllZfwdeD54iFTdNHX6KLlh""}"
"","398","CRTv_10","CRTv","survey-text","107","52728","0.0-116.0","{""Q0"":""10. ¿Cuál de las oraciones es correcta? a) ‘La yema del huevo son blancas’ o b) ‘La yema del huevo es blanca’""}","{""Q0"":""UjwEQOJTwmyK6uQmzMTx8WLMXNstXvY2Kv5f6c2WN9ftqOrVSyRjoekTJG5iiQM1ybFnb099RRUG3nUzYFcijWnMq""}"
