"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":250}]","250","Instructions","SCSORF","instructions","702","323201","0.0-662.0","",""
"","553","SCSORF_01","SCSORF","survey-multi-choice-vertical","703","323757","0.0-663.0","{""Q0"":""1. Mi fe religiosa es extremadamente importante para mí.""}","{""Q0"":"" En desacuerdo""}"
"","556","SCSORF_02","SCSORF","survey-multi-choice-vertical","704","324317","0.0-664.0","{""Q0"":""2. Rezo a diario.""}","{""Q0"":"" En desacuerdo""}"
"","550","SCSORF_03","SCSORF","survey-multi-choice-vertical","705","324872","0.0-665.0","{""Q0"":""3. Considero mi fe una fuente de inspiración""}","{""Q0"":"" Fuertemente de acuerdo""}"
"","562","SCSORF_04","SCSORF","survey-multi-choice-vertical","706","325438","0.0-666.0","{""Q0"":""4. Considero que mi fe le otorga significado y propósito a mi vida.""}","{""Q0"":"" En desacuerdo""}"
"","576","SCSORF_05","SCSORF","survey-multi-choice-vertical","707","326018","0.0-667.0","{""Q0"":""5. Me considero activo/a en mi fe o iglesia.""}","{""Q0"":"" De acuerdo""}"
"","570","SCSORF_06","SCSORF","survey-multi-choice-vertical","708","326593","0.0-668.0","{""Q0"":""6. Mi fe es una parte importante de quien soy como persona.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","563","SCSORF_07","SCSORF","survey-multi-choice-vertical","709","327159","0.0-669.0","{""Q0"":""7. Mi relación con Dios es extremadamente importante para mí.""}","{""Q0"":"" De acuerdo""}"
"","536","SCSORF_08","SCSORF","survey-multi-choice-vertical","710","327699","0.0-670.0","{""Q0"":""8. Disfruto estando alrededor de otras personas que comparten mi fe.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","532","SCSORF_09","SCSORF","survey-multi-choice-vertical","711","328235","0.0-671.0","{""Q0"":""9. Veo mi fe como una fuente de comodidad.""}","{""Q0"":"" En desacuerdo""}"
"","525","SCSORF_10","SCSORF","survey-multi-choice-vertical","712","328765","0.0-672.0","{""Q0"":""10. Mi fe impacta muchas de mis decisiones.""}","{""Q0"":"" En desacuerdo""}"
