"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":298}]","298","Instructions","bRCOPE","instructions","12","9423","0.0-20.0","",""
"","830","bRCOPE_01","bRCOPE","survey-multi-choice-horizontal","13","10257","0.0-21.0","{""Q0"":""1. Supongo que mi Iglesia por momentos me abandona.""}","{""Q0"":""Casi\n Siempre""}"
"","713","bRCOPE_02","bRCOPE","survey-multi-choice-horizontal","14","10972","0.0-22.0","{""Q0"":""2. Trato de comprender que Dios me fortalece a través de ciertas situaciones.""}","{""Q0"":""Siempre""}"
"","691","bRCOPE_03","bRCOPE","survey-multi-choice-horizontal","15","11666","0.0-23.0","{""Q0"":""3. Pongo en entredicho el poder de Dios.""}","{""Q0"":""A veces""}"
"","722","bRCOPE_04","bRCOPE","survey-multi-choice-horizontal","16","12389","0.0-24.0","{""Q0"":""4. Junto con Dios, intento llevar a cabo mis planes.""}","{""Q0"":""Siempre""}"
"","694","bRCOPE_05","bRCOPE","survey-multi-choice-horizontal","17","13087","0.0-25.0","{""Q0"":""5. Busco la ayuda de Dios, para olvidar mi enojo.""}","{""Q0"":""Siempre""}"
"","717","bRCOPE_06","bRCOPE","survey-multi-choice-horizontal","18","13806","0.0-26.0","{""Q0"":""6. Busco el amor y el cuidado de Dios.""}","{""Q0"":""A veces""}"
"","696","bRCOPE_07","bRCOPE","survey-multi-choice-horizontal","19","14504","0.0-27.0","{""Q0"":""7. Pido perdón por mis pecados.""}","{""Q0"":""Casi\n Siempre""}"
"","662","bRCOPE_08","bRCOPE","survey-multi-choice-horizontal","20","15169","0.0-28.0","{""Q0"":""8. Me siento castigado por Dios por mi falta de devoción.""}","{""Q0"":""Siempre""}"
"","674","bRCOPE_09","bRCOPE","survey-multi-choice-horizontal","21","15846","0.0-29.0","{""Q0"":""9. Pongo en duda el amor que Dios siente por mí.""}","{""Q0"":""Casi\n Siempre""}"
"","696","bRCOPE_10","bRCOPE","survey-multi-choice-horizontal","22","16546","0.0-30.0","{""Q0"":""10. Me enfoco en mi religión para dejar de preocuparme por mis problemas.""}","{""Q0"":""Casi\n Nunca""}"
"","686","bRCOPE_11","bRCOPE","survey-multi-choice-horizontal","23","17234","0.0-31.0","{""Q0"":""11. Me pregunto qué pude haber hecho para que Dios me castigue de esa manera.""}","{""Q0"":""Casi\n Siempre""}"
"","687","bRCOPE_12","bRCOPE","survey-multi-choice-horizontal","24","17924","0.0-32.0","{""Q0"":""12. Me he preguntado si Dios me ha abandonado.""}","{""Q0"":""Siempre""}"
"","705","bRCOPE_13","bRCOPE","survey-multi-choice-horizontal","25","18632","0.0-33.0","{""Q0"":""13. Me siento convencido que el demonio hace que las cosas pasen.""}","{""Q0"":""Siempre""}"
"","749","bRCOPE_14","bRCOPE","survey-multi-choice-horizontal","26","19383","0.0-34.0","{""Q0"":""14. Busco la cercanía de Dios.""}","{""Q0"":""A veces""}"
