"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":227}]","227","Instructions","IEC","instructions","296","126189","0.0-247.0","",""
"","708","IEC_01","IEC","survey-multi-choice-vertical","297","126900","0.0-248.0","{""Q0"":""1. El que yo llegue a ser un líder depende principalmente de mis habilidades.""}","{""Q0"":"" Moderadamente en desacuerdo.""}"
"","661","IEC_02","IEC","survey-multi-choice-vertical","298","127565","0.0-249.0","{""Q0"":""2. Mi vida ha sido influenciada en gran medida por eventos inesperados.""}","{""Q0"":"" Ligeramente en desacuerdo.""}"
"","683","IEC_03","IEC","survey-multi-choice-vertical","299","128252","0.0-250.0","{""Q0"":""3. Yo siento que lo que pasa en mi vida está muy determinado por la gente que tiene poder (padres, jefes, políticos)""}","{""Q0"":"" Moderadamente de acuerdo.""}"
"","644","IEC_04","IEC","survey-multi-choice-vertical","300","128899","0.0-251.0","{""Q0"":""4. El hecho de tener un accidente cuando voy manejando, depende principalmente de mi mismo.""}","{""Q0"":"" Completamente de acuerdo.""}"
"","670","IEC_05","IEC","survey-multi-choice-vertical","301","129574","0.0-252.0","{""Q0"":""5. Cuando hago planes, estoy casi seguro de que lo llevaré a cabo.""}","{""Q0"":"" Moderadamente en desacuerdo.""}"
"","665","IEC_06","IEC","survey-multi-choice-vertical","302","130242","0.0-253.0","{""Q0"":""6. Ciertamente, a veces no puedo evitar tener mala suerte con mis asuntos personales.""}","{""Q0"":"" Ligeramente en desacuerdo.""}"
"","637","IEC_07","IEC","survey-multi-choice-vertical","303","130883","0.0-254.0","{""Q0"":""7. Como yo tengo buena suerte, siempre las cosas me salen bien.""}","{""Q0"":"" Completamente en desacuerdo.""}"
"","642","IEC_08","IEC","survey-multi-choice-vertical","304","131529","0.0-255.0","{""Q0"":""8. A pesar de estar bien capacitado, no conseguiré un buen empleo a menos que alguien influyente me ayude.""}","{""Q0"":"" Ligeramente de acuerdo.""}"
"","646","IEC_09","IEC","survey-multi-choice-vertical","305","132179","0.0-256.0","{""Q0"":""9. La cantidad de amigos que tengo está determinada por mi propia simpatía.""}","{""Q0"":"" Moderadamente en desacuerdo.""}"
"","666","IEC_10","IEC","survey-multi-choice-vertical","306","132849","0.0-257.0","{""Q0"":""10. He descubierto que si algo va a suceder, ello sucederá independientemente de lo que yo haga.""}","{""Q0"":"" Moderadamente de acuerdo.""}"
"","638","IEC_11","IEC","survey-multi-choice-vertical","307","133490","0.0-258.0","{""Q0"":""11. Yo creo que los ricos y políticos controlan mi vida de muchas maneras diferentes.""}","{""Q0"":"" Ligeramente en desacuerdo.""}"
"","644","IEC_12","IEC","survey-multi-choice-vertical","308","134137","0.0-259.0","{""Q0"":""12. Si tengo un accidente automovilístico ello se debe a mi mala suerte.""}","{""Q0"":"" Ligeramente en desacuerdo.""}"
"","629","IEC_13","IEC","survey-multi-choice-vertical","309","134771","0.0-260.0","{""Q0"":""13. La gente como yo tiene muy poca oportunidad de defender sus intereses personales cuando esos intereses entran en conflicto con los grupos poderosos (ricos, políticos).""}","{""Q0"":"" Ligeramente en desacuerdo.""}"
"","649","IEC_14","IEC","survey-multi-choice-vertical","310","135424","0.0-261.0","{""Q0"":""14. No siempre es apropiado para mí planear muy por adelantado porque de todas maneras muchas cosas resultan ser asunto de buena o mala suerte.""}","{""Q0"":"" Ligeramente en desacuerdo.""}"
"","629","IEC_15","IEC","survey-multi-choice-vertical","311","136056","0.0-262.0","{""Q0"":""15. En este país, para uno lograr lo que quiere necesariamente tiene que halagar a alguien.""}","{""Q0"":"" Ligeramente de acuerdo.""}"
"","630","IEC_16","IEC","survey-multi-choice-vertical","312","136690","0.0-263.0","{""Q0"":""16. El que yo llegue a ser un líder dependerá de la suerte que yo tenga.""}","{""Q0"":"" Completamente en desacuerdo.""}"
"","647","IEC_17","IEC","survey-multi-choice-vertical","313","137341","0.0-264.0","{""Q0"":""17. Yo siento que la gente que tiene algún poder sobre mí (padres, familiares, jefes), trata de decidir lo que sucederá en mi vida.""}","{""Q0"":"" Completamente en desacuerdo.""}"
"","655","IEC_18","IEC","survey-multi-choice-vertical","314","137999","0.0-265.0","{""Q0"":""18. En la mayoría de los casos yo puedo decidir lo que sucederá en mi vida.""}","{""Q0"":"" Ligeramente de acuerdo.""}"
"","663","IEC_19","IEC","survey-multi-choice-vertical","315","138665","0.0-266.0","{""Q0"":""19. Normalmente soy capaz de defender mis intereses personales.""}","{""Q0"":"" Ligeramente en desacuerdo.""}"
"","617","IEC_20","IEC","survey-multi-choice-vertical","316","139285","0.0-267.0","{""Q0"":""20. Si tengo un accidente cuando voy manejando, toda la culpa es del otro conductor.""}","{""Q0"":"" Completamente en desacuerdo.""}"
"","622","IEC_21","IEC","survey-multi-choice-vertical","317","139910","0.0-268.0","{""Q0"":""21. Cuando logro lo que quiero es porque he trabajado mucho en ello.""}","{""Q0"":"" Completamente de acuerdo.""}"
"","651","IEC_22","IEC","survey-multi-choice-vertical","318","140566","0.0-269.0","{""Q0"":""22. Cuando quiero que mis planes me salgan bien, los preparo de manera que le den en el gusto a la gente que tiene influencia sobre mi (padres, jefes, etc.).""}","{""Q0"":"" Ligeramente de acuerdo.""}"
"","670","IEC_23","IEC","survey-multi-choice-vertical","319","141241","0.0-270.0","{""Q0"":""23. Mi vida está determinada por mis propias acciones.""}","{""Q0"":"" Moderadamente de acuerdo.""}"
"","649","IEC_24","IEC","survey-multi-choice-vertical","320","141893","0.0-271.0","{""Q0"":""24. Tener pocos o muchos amigos depende del destino de cada uno.""}","{""Q0"":"" Moderadamente de acuerdo.""}"
