"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":264}]","265","Instructions","OBJNUM","instructions","443","191939","0.0-394.0","",""
"","427","OBJNUM_04","OBJNUM","survey-text","444","192368","0.0-395.0","{""Q0"":""Imagina que lanzamos un dado no trucado en 1.000 ocasiones. ¿En cuántas de estas 1.000 ocasiones crees que saldrá un número par (2, 4, 6)?""}","{""Q0"":""40""}"
"","526","OBJNUM_06","OBJNUM","survey-multi-choice-vertical","445","192896","0.0-396.0","{""Q0"":""¿Cuál de las siguientes cantidades representa un riesgo mayor de contraer una enfermedad?""}","{""Q0"":"" 5%""}"
"","510","OBJNUM_05","OBJNUM","survey-multi-choice-vertical","446","193410","0.0-397.0","{""Q0"":""¿Cuál de las siguientes cantidades representa un riesgo mayor de contraer una enfermedad?""}","{""Q0"":"" 1 de 10""}"
"","388","OBJNUM_02","OBJNUM","survey-text","447","193800","0.0-398.0","{""Q0"":""La probabilidad de ganar un premio de $10.000 en la lotería es del 1%. Haz una estimación: Si 1.000 personas compran un boleto de lotería, ¿cuántas ganarán el premio de $10.000?""}","{""Q0"":""8""}"
"","387","OBJNUM_08","OBJNUM","survey-text","448","194190","0.0-399.0","{""Q0"":""Si la probabilidad de contraer una enfermedad es de 20 en 100, esto implicaría que hay una probabilidad del _______ % de contraer la enfermedad""}","{""Q0"":""13""}"
"","390","OBJNUM_07","OBJNUM","survey-text","449","194581","0.0-400.0","{""Q0"":""Si la probabilidad de contraer una enfermedad es del 10 %, ¿cuántas personas esperas que contraigan la enfermedad en un grupo de 1,000?""}","{""Q0"":""82""}"
"","374","OBJNUM_01","OBJNUM","survey-text","450","194957","0.0-401.0","{""Q0"":""Imagina que lanzamos una moneda no trucada en 1.000 ocasiones. Haz una estimación: ¿Cuántas veces saldrá cara en los 1.000 intentos?""}","{""Q0"":""46""}"
"","361","OBJNUM_03","OBJNUM","survey-text","451","195321","0.0-402.0","{""Q0"":""En un concurso de un periódico local la probabilidad de ganar un coche es de 1 entre 1.000. ¿Qué porcentaje de participaciones en dicho concurso ganaría el coche?""}","{""Q0"":""61""}"
"","388","OBJNUM_09","OBJNUM","survey-text","452","195710","0.0-403.0","{""Q0"":""Si el riesgo de que una persona llamada A contraiga una enfermedad es de 1 entre 100 en diez años, y el riesgo de que la contraiga una persona llamada B es el doble que A, ¿cuál es el riesgo de que la contraiga B? (____ entre 100)""}","{""Q0"":""72""}"
