"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":250}]","251","Instructions","SRA","instructions","721","333407","0.0-684.0","",""
"","606","SRA_01","SRA","survey-multi-choice-vertical","722","334020","0.0-685.0","{""Q0"":""1. He ayudado a sacar el coche de un extraño de la nieve.""}","{""Q0"":"" Nunca""}"
"","585","SRA_02","SRA","survey-multi-choice-vertical","723","334610","0.0-686.0","{""Q0"":""2. Le he dado instrucciones a un extraño.""}","{""Q0"":"" A menudo""}"
"","589","SRA_03","SRA","survey-multi-choice-vertical","724","335204","0.0-687.0","{""Q0"":""3. He hecho cambios por un extraño.""}","{""Q0"":"" Muy a menudo""}"
"","574","SRA_04","SRA","survey-multi-choice-vertical","725","335785","0.0-688.0","{""Q0"":""4. He dado dinero a una organización benéfica.""}","{""Q0"":"" Nunca""}"
"","579","SRA_05","SRA","survey-multi-choice-vertical","726","336368","0.0-689.0","{""Q0"":""5. Le di dinero a un extraño que lo necesitaba (o me lo pidió).""}","{""Q0"":"" Una vez""}"
"","582","SRA_06","SRA","survey-multi-choice-vertical","727","336956","0.0-690.0","{""Q0"":""6. He donado artículos o ropa a una organización benéfica.""}","{""Q0"":"" A menudo""}"
"","578","SRA_07","SRA","survey-multi-choice-vertical","728","337538","0.0-691.0","{""Q0"":""7. He realizado trabajo voluntario para una organización benéfica.""}","{""Q0"":"" Nunca""}"
"","577","SRA_08","SRA","survey-multi-choice-vertical","729","338120","0.0-692.0","{""Q0"":""8. He donado sangre.""}","{""Q0"":"" Más de una vez""}"
"","548","SRA_09","SRA","survey-multi-choice-vertical","730","338674","0.0-693.0","{""Q0"":""9. He ayudado a llevar las pertenencias de un extraño (libros, paquetes, etc.).""}","{""Q0"":"" Nunca""}"
"","583","SRA_10","SRA","survey-multi-choice-vertical","731","339261","0.0-694.0","{""Q0"":""10. He retrasado un ascensor y mantuve la puerta abierta para un extraño.""}","{""Q0"":"" Muy a menudo""}"
"","623","SRA_11","SRA","survey-multi-choice-vertical","732","339889","0.0-695.0","{""Q0"":""11. Permití que alguien se adelantara a mí en una fila (por ejemplo: en un banco, en el supermercado, etc).""}","{""Q0"":"" Muy a menudo""}"
"","578","SRA_12","SRA","survey-multi-choice-vertical","733","340474","0.0-696.0","{""Q0"":""12. He dado a un extraño un aventón en mi auto.""}","{""Q0"":"" Más de una vez""}"
"","598","SRA_13","SRA","survey-multi-choice-vertical","734","341076","0.0-697.0","{""Q0"":""13. He señalado el error de un empleado (por ejemplo: en un banco, en el supermercado, etc) al cobrar menos por un artículo.""}","{""Q0"":"" A menudo""}"
"","598","SRA_14","SRA","survey-multi-choice-vertical","735","341680","0.0-698.0","{""Q0"":""14. Dejé que un vecino a quien no conocía demasiado bien, tomara prestado un artículo de algún valor para mí (por ejemplo: un plato, herramientas, etc).""}","{""Q0"":"" Nunca""}"
"","600","SRA_15","SRA","survey-multi-choice-vertical","736","342283","0.0-699.0","{""Q0"":""15. He comprado tarjetas de Navidad \""benéficas\"" deliberadamente porque sabía que era una buena causa.""}","{""Q0"":"" Nunca""}"
"","563","SRA_16","SRA","survey-multi-choice-vertical","737","342853","0.0-700.0","{""Q0"":""16. He ayudado a un compañero de clase que no conocía muy bien con una tarea cuando mi conocimiento era mayor que el de él o ella.""}","{""Q0"":"" Muy a menudo""}"
"","589","SRA_17","SRA","survey-multi-choice-vertical","738","343447","0.0-701.0","{""Q0"":""17. Antes de que me pidieran, he cuidado voluntariamente las mascotas o los niños de un vecino sin ser pagado por ello.""}","{""Q0"":"" Nunca""}"
"","581","SRA_18","SRA","survey-multi-choice-vertical","739","344033","0.0-702.0","{""Q0"":""18. Me he ofrecido a ayudar a un extraño discapacitado o anciano a cruzar la calle.""}","{""Q0"":"" Nunca""}"
"","572","SRA_19","SRA","survey-multi-choice-vertical","740","344610","0.0-703.0","{""Q0"":""19. Le ofrecí mi asiento en un autobús o tren a un extraño que estaba parado.""}","{""Q0"":"" A menudo""}"
"","618","SRA_20","SRA","survey-multi-choice-vertical","741","345232","0.0-704.0","{""Q0"":""20. He ayudado a un conocido a mudarse de hogar.""}","{""Q0"":"" Más de una vez""}"
