"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":373}]","374","Instructions_01","CRTv","instructions","106","104673","0.0-124.0","",""
"","775","CRTv_01","CRTv","survey-text","107","105454","0.0-125.0","{""Q0"":""1. El papá de María tiene 5 hijas y ningún hijo: Nana, Nene, Nini, Nono ¿Cuál es probablemente el nombre de la quinta hija?""}","{""Q0"":""x43ZOVMDdk5Jz7W2w418ot5hWRDJtUBCFjuVgS53r1DUF8gj1G9mSRO32FBfazclsJ2yqLkS69jZnak""}"
"","566","CRTv_02","CRTv","survey-text","108","106023","0.0-126.0","{""Q0"":""2. Si estuvieras corriendo una carrera y pasaras a la persona en segundo lugar ¿En qué lugar quedarías?""}","{""Q0"":""4MDIZpjPRnvEuOZQphxoriXQWkTOcHnvmghEDvL9VVfrB97hiRIy8""}"
"","727","CRTv_03","CRTv","survey-text","109","106754","0.0-127.0","{""Q0"":""3. En una noche de tormenta un avión despega desde Nueva York. La tormenta empeora y el avión se estrella. La mitad cae en los Estados Unidos y la otra mitad en Canadá ¿En qué país enterrarías a los sobrevivientes?""}","{""Q0"":""HWxy54KMik0kBSJ6HoU1R4G4uz3fKRpBVTSueFa2RSlRdkPe4UHx7V0SG1P6w2""}"
"","582","CRTv_04","CRTv","survey-text","110","107339","0.0-128.0","{""Q0"":""4. Un mono, una ardilla, y un pájaro están haciendo una carrera hacia la punta de un manzano ¿Quién obtendrá el plátano primero? ¿El mono, la ardilla o el pájaro?""}","{""Q0"":""hBxu6Azqfv3cA2WHUd0bmvImZmifvVkp""}"
"","559","CRTv_05","CRTv","survey-text","111","107900","0.0-129.0","{""Q0"":""5. En una casa de un piso color rojo, había una persona roja, un gato rojo, un pez rojo, un computador rojo, una silla roja, una tabla roja, un teléfono rojo, una ducha roja ¡Todo era de color rojo! ¿De qué color son probablemente las escaleras?""}","{""Q0"":""zWqicjPN""}"
"","794","CRTv_06","CRTv","survey-text","112","108696","0.0-130.0","{""Q0"":""6. ¿Qué número de cada animal puso Moisés en el arca?""}","{""Q0"":""KioQxyqzrhOJq8WawcaH9nNogs6""}"
"","620","CRTv_07","CRTv","survey-text","113","109319","0.0-131.0","{""Q0"":""7. El viento fluye en dirección oeste. Un tren eléctrico viaja hacia el este ¿En qué dirección cardinal viaja el humo de la locomotora?""}","{""Q0"":""hWfvHlnFbMffJuC2V8""}"
"","685","CRTv_08","CRTv","survey-text","114","110006","0.0-132.0","{""Q0"":""8. Si tienes solo un fósforo y caminas a una habitación oscura donde hay aceite de lámpara, un periódico y madera ¿Qué cosa prenderías primero?""}","{""Q0"":""9t7zcK4HKMxah9XjTj2R59II4aXEpLE6pPwN97iFZkYHzh3i8ioUW77XB87EIgcqTtdFs84mES8qBBbLW3olJOmYTDbc""}"
"","693","CRTv_09","CRTv","survey-text","115","110703","0.0-133.0","{""Q0"":""9. ¿Sería ético que un hombre se casara con la hermana de su viuda?""}","{""Q0"":""snJTnjLfYEY0oJUOfjwgURHozmY""}"
"","634","CRTv_10","CRTv","survey-text","116","111339","0.0-134.0","{""Q0"":""10. ¿Cuál de las oraciones es correcta? a) ‘La yema del huevo son blancas’ o b) ‘La yema del huevo es blanca’""}","{""Q0"":""KDO408BcqVjsmy5a26xVPw6Y7EQ8T3F8TUbcNH37oXsT90d6q9Zdr""}"
