"success","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","rt","response","question_order"
"true","Instructions_01","DEMOGR","fullscreen","177","377873","0.0-189.0","","","",""
"","DEMOGR_01","DEMOGR","survey-text","178","380604","0.0-190.0","{""Q0"":""Indica tu edad""}","2727","{""Q0"":""75""}",""
"","DEMOGR_02","DEMOGR","survey-multi-choice-vertical","179","381406","0.0-191.0","{""Q0"":""Indica tu género""}","800","{""Q0"":"" No binario""}",""
"","DEMOGR_03","DEMOGR","survey-html-form","180","381990","0.0-192.0","{""Q0"":""Indica tu correo electrónico personal(enviaremos la giftcard a este email cuando finalices las tareas)""}","581.1999999992549","{""Q0"":""ycXS8l0ATD@gmail.com""}",""
"","DEMOGR_05","DEMOGR","survey-multi-choice-vertical","181","382860","0.0-193.0","{""Q0"":""¿Tienes algún tipo de daltonismo?""}","867","{""Q0"":"" Si""}",""
"","DEMOGR_06","DEMOGR","survey-html-form","182","383394","0.0-194.0","{""Q0"":""Elige del desplegable tu comuna de residencia.""}","530.8000000007451","{""Q0"":""op0fh47ue3kQo0xyhGGOyOKy0o5gVrQZSnaG0QSTqU4uMbCLDTFV8JZ4511bYIayN1rujxzsGIy2WrlHL""}",""
"","DEMOGR_07","DEMOGR","survey-multi-choice-vertical","183","385299","0.0-195.0","{""Q0"":""Indica tú nivel de estudios""}","1898","{""Q0"":"" Postgrado completa""}",""
"","DEMOGR_08","DEMOGR","survey-multi-choice-vertical","184","386397","0.0-196.0","{""Q0"":""¿Qué estas estudiando?""}","1093","{""Q0"":"" Negocios / Comercio""}",""
"","DEMOGR_10","DEMOGR","survey-multi-choice-vertical","185","387472","0.0-198.0","{""Q0"":""Año completado de tus estudios""}","1070","{""Q0"":"" Segundo""}",""
"","DEMOGR_11","DEMOGR","survey-html-form","186","388156","0.0-199.0","{""Q0"":""Elige del desplegable la institución educativa a la que asistes. En caso de que no aparezca, introduce el nombre.""}","680.3000000007451","{""Q0"":""qGAfl9SeZ9nKPJc3GlzgASeHFyYZMfwbisrFWoB0feZheBW""}",""
"","DEMOGR_12","DEMOGR","survey-multi-choice-vertical","187","389852","0.0-200.0","{""Q0"":""Indica el nivel de estudios de tu madre""}","1687","{""Q0"":"" Centro de Formación Técnica o en Instituto Profesional incompleta""}",""
"","DEMOGR_13","DEMOGR","survey-multi-choice-vertical","188","391507","0.0-201.0","{""Q0"":""Indica el nivel de estudios de tu padre""}","1648","{""Q0"":"" Centro de Formación Técnica o en Instituto Profesional completa""}",""
"","DEMOGR_14","DEMOGR","survey-multi-choice-vertical","189","392662","0.0-202.0","{""Q0"":""¿Qué tipo de seguro de salud tienes?""}","1150","{""Q0"":"" Otros""}",""
"","DEMOGR_15","DEMOGR","survey-multi-choice-horizontal","190","393349","0.0-203.0","{""Q0"":""¿Alguna vez has estado embarazada?""}","684","{""Q0"":"" Si""}",""
"","DEMOGR_16","DEMOGR","survey-multi-choice-horizontal","191","394154","0.0-204.0","{""Q0"":""¿Alguna vez has tenido un parto vaginal o cesarea?""}","801","{""Q0"":"" Si""}",""
"","DEMOGR_17","DEMOGR","survey-multi-choice-horizontal","192","394862","0.0-205.0","{""Q0"":""¿Quieres tener hijos en el futuro?""}","704","{""Q0"":"" No""}",""
"","DEMOGR_18","DEMOGR","survey-text","193","395484","0.0-206.0","{""Q0"":""¿Cuántos hijos(as) te gustaría tener? (0, 1, 2, 3...)""}","618","{""Q0"":""100""}",""
"","DEMOGR_19","DEMOGR","survey-multi-select","194","396289","0.0-207.0","{""Q0"":""Indica si alguna de las siguientes personas o grupos ha tenido una cesarea (puedes marcar más de una opción):""}","801.3000000007451","{""Q0"":[""&nbsp;Amigas cercanas""]}","[0]"
