"success","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","rt","response","question_order"
"true","Instructions_01","DEMOGR","fullscreen","176","431683","0.0-189.0","","","",""
"","DEMOGR_01","DEMOGR","survey-text","177","434426","0.0-190.0","{""Q0"":""Indica tu edad""}","2738","{""Q0"":""47""}",""
"","DEMOGR_02","DEMOGR","survey-multi-choice-vertical","178","435158","0.0-191.0","{""Q0"":""Indica tu género""}","729","{""Q0"":"" Femenino""}",""
"","DEMOGR_03","DEMOGR","survey-html-form","179","435981","0.0-192.0","{""Q0"":""Indica tu correo electrónico personal(enviaremos la giftcard a este email cuando finalices las tareas)""}","819.5","{""Q0"":""LWrF5s4@gmail.com""}",""
"","DEMOGR_05","DEMOGR","survey-multi-choice-vertical","180","436731","0.0-193.0","{""Q0"":""¿Tienes algún tipo de daltonismo?""}","747","{""Q0"":"" Si""}",""
"","DEMOGR_06","DEMOGR","survey-html-form","181","437288","0.0-194.0","{""Q0"":""Elige del desplegable tu comuna de residencia.""}","552.6999999992549","{""Q0"":""3taBHCkGCMoXc9Ggmlpom8uOZK7BGjUykeBcc1yX8ZhUassbVUE11ab2juVHaGKCch825nU""}",""
"","DEMOGR_07","DEMOGR","survey-multi-choice-vertical","182","439307","0.0-195.0","{""Q0"":""Indica tú nivel de estudios""}","2011","{""Q0"":"" Universidad incompleta""}",""
"","DEMOGR_08","DEMOGR","survey-multi-choice-vertical","183","440619","0.0-196.0","{""Q0"":""¿Qué estas estudiando?""}","1305","{""Q0"":"" Ciencias / Ingeniería""}",""
"","DEMOGR_10","DEMOGR","survey-multi-choice-vertical","184","441743","0.0-198.0","{""Q0"":""Año completado de tus estudios""}","1119","{""Q0"":"" Quinto""}",""
"","DEMOGR_11","DEMOGR","survey-html-form","185","442464","0.0-199.0","{""Q0"":""Elige del desplegable la institución educativa a la que asistes. En caso de que no aparezca, introduce el nombre.""}","718.3000000007451","{""Q0"":""tdsnNBHQ7bmpVNnkWXbtm4qBGtFIybhuvTeGRDwo6qQooQUUyU0VtnPQrtHPA1PDSADJfbNvPq3GUpaiP4jDSeZVvQQfAtpzR8""}",""
"","DEMOGR_12","DEMOGR","survey-multi-choice-vertical","186","444240","0.0-200.0","{""Q0"":""Indica el nivel de estudios de tu madre""}","1763","{""Q0"":"" Media incompleta""}",""
"","DEMOGR_13","DEMOGR","survey-multi-choice-vertical","187","445975","0.0-201.0","{""Q0"":""Indica el nivel de estudios de tu padre""}","1727","{""Q0"":"" Centro de Formación Técnica o en Instituto Profesional incompleta""}",""
"","DEMOGR_14","DEMOGR","survey-multi-choice-vertical","188","446910","0.0-202.0","{""Q0"":""¿Qué tipo de seguro de salud tienes?""}","931","{""Q0"":"" Isapre""}",""
"","DEMOGR_15","DEMOGR","survey-multi-choice-horizontal","189","447790","0.0-203.0","{""Q0"":""¿Alguna vez has estado embarazada?""}","874","{""Q0"":"" Si""}",""
"","DEMOGR_16","DEMOGR","survey-multi-choice-horizontal","190","448393","0.0-204.0","{""Q0"":""¿Alguna vez has tenido un parto vaginal o cesarea?""}","600","{""Q0"":"" Si""}",""
"","DEMOGR_17","DEMOGR","survey-multi-choice-horizontal","191","449197","0.0-205.0","{""Q0"":""¿Quieres tener hijos en el futuro?""}","801","{""Q0"":"" No se""}",""
"","DEMOGR_18","DEMOGR","survey-text","192","449871","0.0-206.0","{""Q0"":""¿Cuántos hijos(as) te gustaría tener? (0, 1, 2, 3...)""}","668","{""Q0"":""89""}",""
"","DEMOGR_19","DEMOGR","survey-multi-select","193","450573","0.0-207.0","{""Q0"":""Indica si alguna de las siguientes personas o grupos ha tenido una cesarea (puedes marcar más de una opción):""}","699.6000000014901","{""Q0"":[""&nbsp;Madre""]}","[0]"
