"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":357}]","357","Instructions","SASS","instructions","727","407192","0.0-691.0","",""
"","579","SASS_01","SASS","survey-multi-choice-vertical","728","407772","0.0-692.0","{""Q0"":""1. ¿Tiene usted algún trabajo?""}","{""Q0"":"" Si""}"
"","769","SASS_02","SASS","survey-multi-choice-vertical","729","408544","0.0-693.0-0.0","{""Q0"":""2. ¿Qué tan interesado/a está en su trabajo?""}","{""Q0"":"" Poco""}"
"","621","SASS_04","SASS","survey-multi-choice-vertical","730","409168","0.0-695.0","{""Q0"":""3. Realiza estas actividades, con: ""}","{""Q0"":"" Mucho gozo""}"
"","653","SASS_05","SASS","survey-multi-choice-vertical","731","409824","0.0-696.0","{""Q0"":""4. ¿Está interesado/a en pasatiempos/ocio?""}","{""Q0"":"" Nada""}"
"","710","SASS_06","SASS","survey-multi-choice-vertical","732","410538","0.0-697.0","{""Q0"":""5. La calidad de tu tiempo libre es:""}","{""Q0"":"" Justa""}"
"","634","SASS_07","SASS","survey-multi-choice-vertical","733","411175","0.0-698.0","{""Q0"":""6. ¿Con qué frecuencia usted busca contacto con los miembros de su familia? (Cónyuges, Hijos, Padres, etc.)""}","{""Q0"":"" Nunca""}"
"","671","SASS_08","SASS","survey-multi-choice-vertical","734","411849","0.0-699.0","{""Q0"":""7. El estado de relaciones de su familia es:""}","{""Q0"":"" Bueno""}"
"","703","SASS_09","SASS","survey-multi-choice-vertical","735","412555","0.0-700.0","{""Q0"":""8- Fuera de su familia, ¿tiene relaciones con:""}","{""Q0"":"" Algunas personas?""}"
"","669","SASS_10","SASS","survey-multi-choice-vertical","736","413228","0.0-701.0","{""Q0"":""9. ¿Intenta formar relaciones con otras personas:""}","{""Q0"":"" Muy activamente?""}"
"","780","SASS_11","SASS","survey-multi-choice-vertical","737","414010","0.0-702.0","{""Q0"":""10. ¿En general, cómo valora sus relaciones con otras personas?""}","{""Q0"":"" Muy buena""}"
"","803","SASS_12","SASS","survey-multi-choice-vertical","738","414816","0.0-703.0","{""Q0"":""11. ¿Qué valor le otorga a sus relaciones con otras personas?""}","{""Q0"":"" Ningún valor""}"
"","686","SASS_13","SASS","survey-multi-choice-vertical","739","415506","0.0-704.0","{""Q0"":""12. ¿Qué tan a menudo las personas en su círculo social buscan tomar contacto con usted?""}","{""Q0"":"" A menudo""}"
"","628","SASS_14","SASS","survey-multi-choice-vertical","740","416137","0.0-705.0","{""Q0"":""13. ¿Se preocupa de las normas sociales, las buenas maneras, la cortesía, etc.?""}","{""Q0"":"" La mayor parte del tiempo""}"
"","632","SASS_15","SASS","survey-multi-choice-vertical","741","416771","0.0-706.0","{""Q0"":""14. ¿Hasta qué punto está usted involucrado/a en la vida comunitaria (Club, etc.)""}","{""Q0"":"" Levemente""}"
"","617","SASS_16","SASS","survey-multi-choice-vertical","742","417391","0.0-707.0","{""Q0"":""15. ¿Le gusta buscar información acerca de cosas, situaciones, y personas para mejorar su comprensión de ellos?""}","{""Q0"":"" No mucho""}"
"","627","SASS_17","SASS","survey-multi-choice-vertical","743","418020","0.0-708.0","{""Q0"":""16. ¿Está interesado/a en información científica, técnica o cultural?""}","{""Q0"":"" Para Nada""}"
"","643","SASS_18","SASS","survey-multi-choice-vertical","744","418666","0.0-709.0","{""Q0"":""17. ¿Con qué frecuencia encuentra dificultad para expresar su opinión a las personas?""}","{""Q0"":"" Nunca""}"
"","599","SASS_19","SASS","survey-multi-choice-vertical","745","419268","0.0-710.0","{""Q0"":""18. ¿Con qué frecuencia se siente rechazado/a o excluido/a de su círculo?""}","{""Q0"":"" A veces""}"
"","613","SASS_20","SASS","survey-multi-choice-vertical","746","419885","0.0-711.0","{""Q0"":""19. ¿Qué tan importante considera su apariencia física?""}","{""Q0"":"" Moderadamente""}"
"","611","SASS_21","SASS","survey-multi-choice-vertical","747","420499","0.0-712.0","{""Q0"":""20. ¿En qué grado tiene dificultades para manejar sus recursos e ingresos económicos?""}","{""Q0"":"" Siempre""}"
"","633","SASS_22","SASS","survey-multi-choice-vertical","748","421134","0.0-713.0","{""Q0"":""21. ¿Se siente capaz de organizar su entorno de acuerdo a sus deseos y necesidades?""}","{""Q0"":"" Moderadamente""}"
