"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":426}]","426","Instructions_01","OBJNUM","instructions","525","624302","0.0-481.0","",""
"","740","OBJNUM_02","OBJNUM","survey-text","526","625047","0.0-482.0","{""Q0"":""La probabilidad de ganar un premio de $10.000 en la lotería es del 1%. Haz una estimación: Si 1.000 personas compran un boleto de lotería, ¿cuántas ganarán el premio de $10.000?""}","{""Q0"":""100""}"
"","602","OBJNUM_01","OBJNUM","survey-text","527","625653","0.0-483.0","{""Q0"":""Imagina que lanzamos una moneda no trucada en 1.000 ocasiones. Haz una estimación: ¿Cuántas veces saldrá cara en los 1.000 intentos?""}","{""Q0"":""30""}"
"","552","OBJNUM_09","OBJNUM","survey-text","528","626210","0.0-484.0","{""Q0"":""Si el riesgo de que una persona llamada A contraiga una enfermedad es de 1 entre 100 en diez años, y el riesgo de que la contraiga una persona llamada B es el doble que A, ¿cuál es el riesgo de que la contraiga B? (____ entre 100)""}","{""Q0"":""33""}"
"","734","OBJNUM_04","OBJNUM","survey-text","529","626948","0.0-485.0","{""Q0"":""Imagina que lanzamos un dado no trucado en 1.000 ocasiones. ¿En cuántas de estas 1.000 ocasiones crees que saldrá un número par (2, 4, 6)?""}","{""Q0"":""80""}"
"","804","OBJNUM_06","OBJNUM","survey-multi-choice-vertical","530","627757","0.0-486.0","{""Q0"":""¿Cuál de las siguientes cantidades representa un riesgo mayor de contraer una enfermedad?""}","{""Q0"":"" 5%""}"
"","841","OBJNUM_05","OBJNUM","survey-multi-choice-vertical","531","628605","0.0-487.0","{""Q0"":""¿Cuál de las siguientes cantidades representa un riesgo mayor de contraer una enfermedad?""}","{""Q0"":"" 1 de 1000""}"
"","683","OBJNUM_07","OBJNUM","survey-text","532","629297","0.0-488.0","{""Q0"":""Si la probabilidad de contraer una enfermedad es del 10 %, ¿cuántas personas esperas que contraigan la enfermedad en un grupo de 1,000?""}","{""Q0"":""93""}"
"","579","OBJNUM_08","OBJNUM","survey-text","533","629879","0.0-489.0","{""Q0"":""Si la probabilidad de contraer una enfermedad es de 20 en 100, esto implicaría que hay una probabilidad del _______ % de contraer la enfermedad""}","{""Q0"":""55""}"
"","723","OBJNUM_03","OBJNUM","survey-text","534","630606","0.0-490.0","{""Q0"":""En un concurso de un periódico local la probabilidad de ganar un coche es de 1 entre 1.000. ¿Qué porcentaje de participaciones en dicho concurso ganaría el coche?""}","{""Q0"":""9""}"
