"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":342}]","342","Instructions","PSS","instructions","577","337148","0.0-538.0","",""
"","875","PSS_001","PSS","survey-multi-choice-vertical","578","338029","0.0-539.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha estado afectado por algo que ha ocurrido inesperadamente?""}","{""Q0"":"" 0 Nunca""}"
"","744","PSS_002","PSS","survey-multi-choice-vertical","579","338776","0.0-540.0","{""Q0"":""En el último mes, ¿con qué frecuencia se ha sentido incapaz de controlar las cosas importantes en su vida?""}","{""Q0"":"" 3 A menudo""}"
"","729","PSS_003","PSS","survey-multi-choice-vertical","580","339507","0.0-541.0","{""Q0"":""En el último mes, ¿con qué frecuencia se ha sentido nervioso o estresado?""}","{""Q0"":"" 3 A menudo""}"
"","677","PSS_004","PSS","survey-multi-choice-vertical","581","340187","0.0-542.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha manejado con éxito los pequeños problemas irritantes de la vida?""}","{""Q0"":"" 3 A menudo""}"
"","670","PSS_005","PSS","survey-multi-choice-vertical","582","340859","0.0-543.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha sentido que ha afrontado efectivamente los cambios importantes que han estado ocurriendo en su vida?""}","{""Q0"":"" 2 De vez en cuando""}"
"","692","PSS_006","PSS","survey-multi-choice-vertical","583","341553","0.0-544.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha estado seguro sobre su capacidad para manejar sus problemas personales?""}","{""Q0"":"" 3 A menudo""}"
"","650","PSS_007","PSS","survey-multi-choice-vertical","584","342206","0.0-545.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha sentido que las cosas le van bien?""}","{""Q0"":"" 4 Muy a menudo""}"
"","670","PSS_008","PSS","survey-multi-choice-vertical","585","342880","0.0-546.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha sentido que no podía afrontar todas las cosas que tenía que hacer?""}","{""Q0"":"" 1 Casi nunca""}"
"","704","PSS_009","PSS","survey-multi-choice-vertical","586","343587","0.0-547.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha podido controlar las dificultades de su vida?""}","{""Q0"":"" 1 Casi nunca""}"
"","653","PSS_010","PSS","survey-multi-choice-vertical","587","344243","0.0-548.0","{""Q0"":""En el último mes, ¿con qué frecuencia se ha sentido al control de todo?""}","{""Q0"":"" 0 Nunca""}"
"","721","PSS_011","PSS","survey-multi-choice-vertical","588","344967","0.0-549.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha estado enfadado porque las cosas que le han ocurrido estaban fuera de su control?""}","{""Q0"":"" 2 De vez en cuando""}"
"","705","PSS_012","PSS","survey-multi-choice-vertical","589","345674","0.0-550.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha pensado sobre las cosas que le quedan por lograr?""}","{""Q0"":"" 1 Casi nunca""}"
"","704","PSS_013","PSS","survey-multi-choice-vertical","590","346380","0.0-551.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha podido controlar la forma de pasar el tiempo?""}","{""Q0"":"" 4 Muy a menudo""}"
"","684","PSS_014","PSS","survey-multi-choice-vertical","591","347068","0.0-552.0","{""Q0"":""En el último mes, ¿con qué frecuencia ha sentido que las dificultades se acumulan tanto que no puede superarlas?""}","{""Q0"":"" 2 De vez en cuando""}"
