"success","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","rt","response","question_order"
"true","Instructions_01","DEMOGR","fullscreen","146","136549","0.0-167.0","","","",""
"","DEMOGR_01","DEMOGR","survey-text","147","139089","0.0-168.0","{""Q0"":""Indica tu edad""}","2537","{""Q0"":""96""}",""
"","DEMOGR_02","DEMOGR","survey-multi-choice-vertical","148","139855","0.0-169.0","{""Q0"":""Indica tu género""}","764","{""Q0"":"" Masculino""}",""
"","DEMOGR_03","DEMOGR","survey-html-form","149","140419","0.0-170.0","{""Q0"":""Indica tu correo electrónico personal(enviaremos la giftcard a este email cuando finalices las tareas)""}","562.2999999970198","{""Q0"":""e4MDIZ@gmail.com""}",""
"","DEMOGR_05","DEMOGR","survey-multi-choice-vertical","150","141274","0.0-171.0","{""Q0"":""¿Tienes algún tipo de daltonismo?""}","854","{""Q0"":"" No""}",""
"","DEMOGR_06","DEMOGR","survey-html-form","151","141846","0.0-172.0","{""Q0"":""Elige del desplegable tu comuna de residencia.""}","567.7999999970198","{""Q0"":""hBxu6Azqfv3cA2WHUd0bmvImZmifvVkp""}",""
"","DEMOGR_07","DEMOGR","survey-multi-choice-vertical","152","143641","0.0-173.0","{""Q0"":""Indica tú nivel de estudios""}","1786","{""Q0"":"" Centro de Formación Técnica o en Instituto Profesional incompleta""}",""
"","DEMOGR_08","DEMOGR","survey-multi-choice-vertical","153","144820","0.0-174.0","{""Q0"":""¿Qué estas estudiando?""}","1174","{""Q0"":"" Negocios / Comercio""}",""
"","DEMOGR_10","DEMOGR","survey-multi-choice-vertical","154","145793","0.0-176.0","{""Q0"":""Año completado de tus estudios""}","969","{""Q0"":"" Segundo""}",""
"","DEMOGR_11","DEMOGR","survey-html-form","155","146504","0.0-177.0","{""Q0"":""Elige del desplegable la institución educativa a la que asistes. En caso de que no aparezca, introduce el nombre.""}","708.3000000007451","{""Q0"":""9t7zcK4HKMxah9XjTj2R59II4aXEpLE6pPwN97iFZkYHzh3i8ioUW77XB87EIgcqTtdFs84mES8qBBbLW3olJOmYTDbc""}",""
"","DEMOGR_12","DEMOGR","survey-multi-choice-vertical","156","148243","0.0-178.0","{""Q0"":""Indica el nivel de estudios de tu madre""}","1729","{""Q0"":"" Magíster o Doctorado incompleta""}",""
"","DEMOGR_13","DEMOGR","survey-multi-choice-vertical","157","150009","0.0-179.0","{""Q0"":""Indica el nivel de estudios de tu padre""}","1757","{""Q0"":"" Media completa""}",""
"","DEMOGR_14","DEMOGR","survey-multi-choice-vertical","158","150904","0.0-180.0","{""Q0"":""¿Qué tipo de seguro de salud tienes?""}","892","{""Q0"":"" Isapre""}",""
"","DEMOGR_15","DEMOGR","survey-multi-choice-horizontal","159","151801","0.0-181.0","{""Q0"":""¿Alguna vez has estado embarazada?""}","894","{""Q0"":"" Si""}",""
"","DEMOGR_16","DEMOGR","survey-multi-choice-horizontal","160","152460","0.0-182.0","{""Q0"":""¿Alguna vez has tenido un parto vaginal o cesarea?""}","657","{""Q0"":"" No""}",""
"","DEMOGR_17","DEMOGR","survey-multi-choice-horizontal","161","153293","0.0-183.0","{""Q0"":""¿Quieres tener hijos en el futuro?""}","830","{""Q0"":"" Si""}",""
"","DEMOGR_18","DEMOGR","survey-text","162","153837","0.0-184.0","{""Q0"":""¿Cuántos hijos(as) te gustaría tener? (0, 1, 2, 3...)""}","539","{""Q0"":""69""}",""
"","DEMOGR_19","DEMOGR","survey-multi-select","163","154686","0.0-185.0","{""Q0"":""Indica si alguna de las siguientes personas o grupos ha tenido una cesarea (puedes marcar más de una opción):""}","844.0999999977648","{""Q0"":[""&nbsp;Hermanas""]}","[0]"
