"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":245}]","245","Instructions","CRTv","instructions","97","50381","0.0-106.0","",""
"","431","CRTv_01","CRTv","survey-text","98","50813","0.0-107.0","{""Q0"":""1. El papá de María tiene 5 hijas y ningún hijo: Nana, Nene, Nini, Nono ¿Cuál es probablemente el nombre de la quinta hija?""}","{""Q0"":""VaEYiqjrASQEV""}"
"","392","CRTv_02","CRTv","survey-text","99","51207","0.0-108.0","{""Q0"":""2. Si estuvieras corriendo una carrera y pasaras a la persona en segundo lugar ¿En qué lugar quedarías?""}","{""Q0"":""yvbUBUc8UygQI5uE5hsYw04""}"
"","400","CRTv_03","CRTv","survey-text","100","51609","0.0-109.0","{""Q0"":""3. En una noche de tormenta un avión despega desde Nueva York. La tormenta empeora y el avión se estrella. La mitad cae en los Estados Unidos y la otra mitad en Canadá ¿En qué país enterrarías a los sobrevivientes?""}","{""Q0"":""uylFoWbmRn897qefHf5Aj4NHqnoU1UC3Ua5NijmDAKgW5X""}"
"","387","CRTv_04","CRTv","survey-text","101","51998","0.0-110.0","{""Q0"":""4. Un mono, una ardilla, y un pájaro están haciendo una carrera hacia la punta de un manzano ¿Quién obtendrá el plátano primero? ¿El mono, la ardilla o el pájaro?""}","{""Q0"":""nyPX0dVQxg5H9nBYGOPS0j0zM74MeF6ZfloCaPwJBVIsFtYwoljfiy""}"
"","378","CRTv_05","CRTv","survey-text","102","52378","0.0-111.0","{""Q0"":""5. En una casa de un piso color rojo, había una persona roja, un gato rojo, un pez rojo, un computador rojo, una silla roja, una tabla roja, un teléfono rojo, una ducha roja ¡Todo era de color rojo! ¿De qué color son probablemente las escaleras?""}","{""Q0"":""RAUYOkJXS""}"
"","379","CRTv_06","CRTv","survey-text","103","52759","0.0-112.0","{""Q0"":""6. ¿Qué número de cada animal puso Moisés en el arca?""}","{""Q0"":""5dy5mjPwmX3YdQtVLs6ggqt4FZmCaD0Gh1Z1kDLhGJwtg4ZlXtVsClIvTvxEAyNG19TsinEwU""}"
"","713","CRTv_07","CRTv","survey-text","104","53473","0.0-113.0","{""Q0"":""7. El viento fluye en dirección oeste. Un tren eléctrico viaja hacia el este ¿En qué dirección cardinal viaja el humo de la locomotora?""}","{""Q0"":""bv63G0PcxHXVgIfelhKog03srcLCtSGbrVC9qdlPc55DcdkjGnz57pVsS4kTH6j3qd7uUzkk0WP5TNjv6W14nuT""}"
"","355","CRTv_08","CRTv","survey-text","105","53829","0.0-114.0","{""Q0"":""8. Si tienes solo un fósforo y caminas a una habitación oscura donde hay aceite de lámpara, un periódico y madera ¿Qué cosa prenderías primero?""}","{""Q0"":""jCZc01NoEH1xHUiAOm0Z1zA2axml""}"
"","379","CRTv_09","CRTv","survey-text","106","54209","0.0-115.0","{""Q0"":""9. ¿Sería ético que un hombre se casara con la hermana de su viuda?""}","{""Q0"":""pYjVfpzcHfrlGtGxmMGi8lkMGu4bvuFNOnLzsBk7wjmTIPAlANZxwka""}"
"","358","CRTv_10","CRTv","survey-text","107","54569","0.0-116.0","{""Q0"":""10. ¿Cuál de las oraciones es correcta? a) ‘La yema del huevo son blancas’ o b) ‘La yema del huevo es blanca’""}","{""Q0"":""ZEJtxX16IE""}"
