"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":690}]","691","Instructions_01","SRSav","instructions","1","700","0.0-1.0","",""
"","1661","SRSav_01","SRSav","survey-multi-choice-vertical","2","2364","0.0-2.0","{""Q0"":""1. ¿Con qué frecuencia asiste a los servicios de la iglesia?""}","{""Q0"":""Varias veces a la semana""}"
"","1894","SRSav_02","SRSav","survey-multi-choice-vertical","3","4260","0.0-3.0","{""Q0"":""2. ¿Con qué frecuencia participas en otras actividades religiosas? (actividades grupales, es decir, clases de escuela dominical para adultos, grupos de estudio bíblico, grupos de oración, etc.)""}","{""Q0"":""Aproximadamente una vez a la semana""}"
"[{""page_index"":0,""viewing_time"":790}]","791","Instructions_02","SRSav","instructions","4","5052","0.0-4.0","",""
"","1079","SRSav_03","SRSav","survey-multi-choice-vertical","5","6132","0.0-5.0","{""Q0"":""3. ¿Con qué frecuencia rezas en privado?""}","{""Q0"":""Varias veces a la semana""}"
"","3342","SRSav_04","SRSav","survey-multi-choice-vertical","6","9476","0.0-6.0","{""Q0"":""4. ¿Con qué frecuencia lees la Biblia u otros religiosos? literatura (revistas, periódicos, libros) en casa?""}","{""Q0"":""Varias veces al mes""}"
"","1774","SRSav_05","SRSav","survey-multi-choice-vertical","7","11253","0.0-7.0","{""Q0"":""5. ¿Con qué frecuencia escuchas o ves programas religiosos en radio o televisión?""}","{""Q0"":""Diario""}"
"[{""page_index"":0,""viewing_time"":903}]","903","Instructions_03","SRSav","instructions","8","12156","0.0-8.0","",""
"","3071","SRSav_06","SRSav","survey-multi-choice-vertical","9","15229","0.0-9.0","{""Q0"":""6. Mi fe involucra toda mi vida.""}","{""Q0"":""Definitivamente cierto de mí""}"
"","1830","SRSav_07","SRSav","survey-multi-choice-vertical","10","17062","0.0-10.0","{""Q0"":""7. En mi vida, experimento la presencia de lo divino (es decir, de Dios).""}","{""Q0"":""Definitivamente no es cierto para mí""}"
"","1830","SRSav_08","SRSav","survey-multi-choice-vertical","11","18893","0.0-11.0","{""Q0"":""8. Aunque soy una persona religiosa, me niego a dejar que consideraciones religiosas influyan en mis asuntos cotidianos.""}","{""Q0"":""Tiende a no ser cierto""}"
"","2087","SRSav_09","SRSav","survey-multi-choice-vertical","12","20982","0.0-12.0","{""Q0"":""9. Nada es tan importante para mí como servir a Dios como mejor se hacerlo.""}","{""Q0"":""Inseguro""}"
"","1749","SRSav_10","SRSav","survey-multi-choice-vertical","13","22734","0.0-13.0","{""Q0"":""10. Mi fe a veces restringe mis acciones.""}","{""Q0"":""Tiende a ser verdad""}"
"","1414","SRSav_11","SRSav","survey-multi-choice-vertical","14","24150","0.0-14.0","{""Q0"":""11. Mis creencias religiosas son lo que realmente se encuentra detrás de todo mi enfoque de vida.""}","{""Q0"":""Definitivamente cierto de mí""}"
"","4535","SRSav_12","SRSav","survey-multi-choice-vertical","15","28687","0.0-15.0","{""Q0"":""12. Me esfuerzo por llevar mi religión a todos los demás aspectos de mi vida.""}","{""Q0"":""Definitivamente cierto de mí""}"
"","1325","SRSav_13","SRSav","survey-multi-choice-vertical","16","30015","0.0-16.0","{""Q0"":""13. Uno debe buscar la guía de Dios al tomar decisiones importantes.""}","{""Q0"":""Definitivamente en desacuerdo""}"
"","1638","SRSav_14","SRSav","survey-multi-choice-vertical","17","31655","0.0-17.0","{""Q0"":""14. Aunque creo en la religión, siento que hay muchas cosas más importantes en la vida.""}","{""Q0"":""Tiende a estar en desacuerdo""}"
"","990","SRSav_15","SRSav","survey-multi-choice-vertical","18","32647","0.0-18.0","{""Q0"":""15. No importa tanto lo que yo crea siempre y cuando lleve una vida moral.""}","{""Q0"":""Inseguro""}"
