"success","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","rt","response","question_order"
"true","Instructions_01","DEMOGR","fullscreen","146","138904","0.0-167.0","","","",""
"","DEMOGR_01","DEMOGR","survey-text","147","141578","0.0-168.0","{""Q0"":""Indica tu edad""}","2671","{""Q0"":""79""}",""
"","DEMOGR_02","DEMOGR","survey-multi-choice-vertical","148","142378","0.0-169.0","{""Q0"":""Indica tu género""}","798","{""Q0"":"" Femenino""}",""
"","DEMOGR_03","DEMOGR","survey-html-form","149","142971","0.0-170.0","{""Q0"":""Indica tu correo electrónico personal(enviaremos la giftcard a este email cuando finalices las tareas)""}","591","{""Q0"":""Wxy54KM@gmail.com""}",""
"","DEMOGR_05","DEMOGR","survey-multi-choice-vertical","150","143706","0.0-171.0","{""Q0"":""¿Tienes algún tipo de daltonismo?""}","731","{""Q0"":"" Si""}",""
"","DEMOGR_06","DEMOGR","survey-html-form","151","144225","0.0-172.0","{""Q0"":""Elige del desplegable tu comuna de residencia.""}","515.1000000014901","{""Q0"":""zWqicjPN""}",""
"","DEMOGR_07","DEMOGR","survey-multi-choice-vertical","152","146131","0.0-173.0","{""Q0"":""Indica tú nivel de estudios""}","1897","{""Q0"":"" Magíster o Doctorado completa""}",""
"","DEMOGR_08","DEMOGR","survey-multi-choice-vertical","153","147266","0.0-174.0","{""Q0"":""¿Qué estas estudiando?""}","1130","{""Q0"":"" Ciencias / Ingeniería""}",""
"","DEMOGR_10","DEMOGR","survey-multi-choice-vertical","154","148354","0.0-176.0","{""Q0"":""Año completado de tus estudios""}","1081","{""Q0"":"" Cuarto""}",""
"","DEMOGR_11","DEMOGR","survey-html-form","155","148948","0.0-177.0","{""Q0"":""Elige del desplegable la institución educativa a la que asistes. En caso de que no aparezca, introduce el nombre.""}","589.5999999977648","{""Q0"":""snJTnjLfYEY0oJUOfjwgURHozmY""}",""
"","DEMOGR_12","DEMOGR","survey-multi-choice-vertical","156","150679","0.0-178.0","{""Q0"":""Indica el nivel de estudios de tu madre""}","1724","{""Q0"":"" Media completa""}",""
"","DEMOGR_13","DEMOGR","survey-multi-choice-vertical","157","152309","0.0-179.0","{""Q0"":""Indica el nivel de estudios de tu padre""}","1625","{""Q0"":"" Sin educación formal""}",""
"","DEMOGR_14","DEMOGR","survey-multi-choice-vertical","158","153331","0.0-180.0","{""Q0"":""¿Qué tipo de seguro de salud tienes?""}","1019","{""Q0"":"" FONASA D""}",""
"","DEMOGR_15","DEMOGR","survey-multi-choice-horizontal","159","154156","0.0-181.0","{""Q0"":""¿Alguna vez has estado embarazada?""}","822","{""Q0"":"" No""}",""
"","DEMOGR_16","DEMOGR","survey-multi-choice-horizontal","160","154839","0.0-182.0","{""Q0"":""¿Alguna vez has tenido un parto vaginal o cesarea?""}","680","{""Q0"":"" Si""}",""
"","DEMOGR_17","DEMOGR","survey-multi-choice-horizontal","161","155810","0.0-183.0","{""Q0"":""¿Quieres tener hijos en el futuro?""}","967","{""Q0"":"" No se""}",""
"","DEMOGR_18","DEMOGR","survey-text","162","156435","0.0-184.0","{""Q0"":""¿Cuántos hijos(as) te gustaría tener? (0, 1, 2, 3...)""}","621","{""Q0"":""7""}",""
"","DEMOGR_19","DEMOGR","survey-multi-select","163","157331","0.0-185.0","{""Q0"":""Indica si alguna de las siguientes personas o grupos ha tenido una cesarea (puedes marcar más de una opción):""}","893.5","{""Q0"":[""&nbsp;Madre""]}","[0]"
