"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":319}]","319","Instructions_01","SRSav","instructions","816","464642","0.0-784.0","",""
"","855","SRSav_01","SRSav","survey-multi-choice-vertical","817","465501","0.0-785.0","{""Q0"":""1. ¿Con qué frecuencia asiste a los servicios de la iglesia?""}","{""Q0"":""Varias veces al año""}"
"","778","SRSav_02","SRSav","survey-multi-choice-vertical","818","466282","0.0-786.0","{""Q0"":""2. ¿Con qué frecuencia participas en otras actividades religiosas? (actividades grupales, es decir, clases de escuela dominical para adultos, grupos de estudio bíblico, grupos de oración, etc.)""}","{""Q0"":""Varias veces a la semana""}"
"[{""page_index"":0,""viewing_time"":294}]","294","Instructions_02","SRSav","instructions","819","466576","0.0-787.0","",""
"","788","SRSav_03","SRSav","survey-multi-choice-vertical","820","467368","0.0-788.0","{""Q0"":""3. ¿Con qué frecuencia rezas en privado?""}","{""Q0"":""Solo ocasionalmente""}"
"","722","SRSav_04","SRSav","survey-multi-choice-vertical","821","468092","0.0-789.0","{""Q0"":""4. ¿Con qué frecuencia lees la Biblia u otros religiosos? literatura (revistas, periódicos, libros) en casa?""}","{""Q0"":""Diario""}"
"","869","SRSav_05","SRSav","survey-multi-choice-vertical","822","468966","0.0-790.0","{""Q0"":""5. ¿Con qué frecuencia escuchas o ves programas religiosos en radio o televisión?""}","{""Q0"":""Nunca""}"
"[{""page_index"":0,""viewing_time"":291}]","291","Instructions_03","SRSav","instructions","823","469258","0.0-791.0","",""
"","740","SRSav_06","SRSav","survey-multi-choice-vertical","824","470000","0.0-792.0","{""Q0"":""6. Mi fe involucra toda mi vida.""}","{""Q0"":""Definitivamente no es cierto para mí""}"
"","671","SRSav_07","SRSav","survey-multi-choice-vertical","825","470675","0.0-793.0","{""Q0"":""7. En mi vida, experimento la presencia de lo divino (es decir, de Dios).""}","{""Q0"":""Definitivamente cierto de mí""}"
"","684","SRSav_08","SRSav","survey-multi-choice-vertical","826","471363","0.0-794.0","{""Q0"":""8. Aunque soy una persona religiosa, me niego a dejar que consideraciones religiosas influyan en mis asuntos cotidianos.""}","{""Q0"":""Inseguro""}"
"","686","SRSav_09","SRSav","survey-multi-choice-vertical","827","472051","0.0-795.0","{""Q0"":""9. Nada es tan importante para mí como servir a Dios como mejor se hacerlo.""}","{""Q0"":""Definitivamente cierto de mí""}"
"","770","SRSav_10","SRSav","survey-multi-choice-vertical","828","472824","0.0-796.0","{""Q0"":""10. Mi fe a veces restringe mis acciones.""}","{""Q0"":""Tiende a no ser cierto""}"
"","685","SRSav_11","SRSav","survey-multi-choice-vertical","829","473511","0.0-797.0","{""Q0"":""11. Mis creencias religiosas son lo que realmente se encuentra detrás de todo mi enfoque de vida.""}","{""Q0"":""Inseguro""}"
"","812","SRSav_12","SRSav","survey-multi-choice-vertical","830","474326","0.0-798.0","{""Q0"":""12. Me esfuerzo por llevar mi religión a todos los demás aspectos de mi vida.""}","{""Q0"":""Tiende a no ser cierto""}"
"","713","SRSav_13","SRSav","survey-multi-choice-vertical","831","475041","0.0-799.0","{""Q0"":""13. Uno debe buscar la guía de Dios al tomar decisiones importantes.""}","{""Q0"":""Definitivamente de acuerdo""}"
"","743","SRSav_14","SRSav","survey-multi-choice-vertical","832","475787","0.0-800.0","{""Q0"":""14. Aunque creo en la religión, siento que hay muchas cosas más importantes en la vida.""}","{""Q0"":""Definitivamente en desacuerdo""}"
"","677","SRSav_15","SRSav","survey-multi-choice-vertical","833","476468","0.0-801.0","{""Q0"":""15. No importa tanto lo que yo crea siempre y cuando lleve una vida moral.""}","{""Q0"":""Inseguro""}"
