"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":534}]","534","Instructions_01","CRS","instructions","66","69363","0.0-81.0","",""
"","1120","CRS_01","CRS","survey-multi-choice-vertical","67","70485","0.0-82.0","{""Q0"":""1. ¿Con qué frecuencia piensas en temas religiosos?""}","{""Q0"":"" Rara vez""}"
"","1133","CRS_02","CRS","survey-multi-choice-vertical","68","71622","0.0-83.0","{""Q0"":""2. ¿Hasta qué punto crees que Dios o algo divino existe?""}","{""Q0"":"" Demasiado""}"
"","996","CRS_03","CRS","survey-multi-choice-vertical","69","72622","0.0-84.0","{""Q0"":""3. ¿Con qué frecuencia participas en servicios religiosos?""}","{""Q0"":"" Ocasionalmente""}"
"","1137","CRS_04","CRS","survey-multi-choice-vertical","70","73763","0.0-85.0","{""Q0"":""4. ¿Con qué frecuencia rezas?""}","{""Q0"":"" Nunca""}"
"","1105","CRS_05","CRS","survey-multi-choice-vertical","71","74871","0.0-86.0","{""Q0"":""5. ¿Con qué frecuencia meditas?""}","{""Q0"":"" Nunca""}"
"","951","CRS_06","CRS","survey-multi-choice-vertical","72","75825","0.0-87.0","{""Q0"":""6. ¿Con qué frecuencia experimenta situaciones en las que tiene la sensación de que Dios o algo divino interviene en su vida?""}","{""Q0"":"" Muy a menudo""}"
"","1137","CRS_07","CRS","survey-multi-choice-vertical","73","76965","0.0-88.0","{""Q0"":""7. ¿Con qué frecuencia experimenta situaciones en las que tiene la sensación de ser uno con todos?""}","{""Q0"":"" Ocasionalmente""}"
"","1018","CRS_08","CRS","survey-multi-choice-vertical","74","77986","0.0-89.0","{""Q0"":""8. ¿Qué tan interesado está en aprender más sobre temas religiosos?""}","{""Q0"":"" Demasiado""}"
"","983","CRS_09","CRS","survey-multi-choice-vertical","75","78972","0.0-90.0","{""Q0"":""9. ¿Hasta qué punto crees en una vida futura? inmortalidad del alma, resurrección de los muertos o reencarnación?""}","{""Q0"":"" Mucho""}"
"","1136","CRS_10","CRS","survey-multi-choice-vertical","76","80112","0.0-91.0","{""Q0"":""10. ¿Qué tan importante es participar en los servicios religiosos?""}","{""Q0"":"" Demasiado""}"
"","924","CRS_11","CRS","survey-multi-choice-vertical","77","81041","0.0-92.0","{""Q0"":""11. ¿Qué tan importante es la oración personal para ti?""}","{""Q0"":"" Nada""}"
"","1232","CRS_12","CRS","survey-multi-choice-vertical","78","82276","0.0-93.0","{""Q0"":""12. ¿Qué tan importante es la meditación para ti?""}","{""Q0"":"" Demasiado""}"
"","1256","CRS_13","CRS","survey-multi-choice-vertical","79","83534","0.0-94.0","{""Q0"":""13. ¿Con qué frecuencia experimentas situaciones en las que tienes la sensación de que Dios o algo divino quiere comunicarte o revelarte algo?""}","{""Q0"":"" Rara vez""}"
"","1128","CRS_14","CRS","survey-multi-choice-vertical","80","84665","0.0-95.0","{""Q0"":""14. ¿Con qué frecuencia experimenta situaciones en las que tiene la sensación de ser tocado por un poder divino?""}","{""Q0"":"" Muy a menudo""}"
"","1178","CRS_15","CRS","survey-multi-choice-vertical","81","85847","0.0-96.0","{""Q0"":""15. ¿Con qué frecuencia se mantiene informado sobre cuestiones religiosas a través de la radio, la televisión, internet, periódicos o libros?""}","{""Q0"":"" Ocasionalmente""}"
"","1041","CRS_16","CRS","survey-multi-choice-vertical","82","86891","0.0-97.0","{""Q0"":""16. En tu opinión, ¿qué tan probable es que realmente exista un poder superior?""}","{""Q0"":"" Un poco""}"
"","1205","CRS_17","CRS","survey-multi-choice-vertical","83","88098","0.0-98.0","{""Q0"":""17. ¿Qué tan importante es para usted estar conectado a una comunidad religiosa?""}","{""Q0"":"" Demasiado""}"
"","1035","CRS_18","CRS","survey-multi-choice-vertical","84","89136","0.0-99.0","{""Q0"":""18. ¿Con qué frecuencia rezas espontáneamente cuando te inspiras en situaciones cotidianas?""}","{""Q0"":"" Rara vez""}"
"","940","CRS_19","CRS","survey-multi-choice-vertical","85","90080","0.0-100.0","{""Q0"":""19. ¿Con qué frecuencia intentas conectarte a lo divino espontáneamente cuando te inspiras en situaciones cotidianas?""}","{""Q0"":"" Muy a menudo""}"
"","1168","CRS_20","CRS","survey-multi-choice-vertical","86","91252","0.0-101.0","{""Q0"":""20. ¿Con qué frecuencia experimenta situaciones en las que tiene la sensación de que Dios o algo divino está presente?""}","{""Q0"":"" Rara vez""}"
