"success","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","rt","response","question_order"
"true","Instructions_01","DEMOGR","fullscreen","177","357626","0.0-189.0","","","",""
"","DEMOGR_01","DEMOGR","survey-text","178","360147","0.0-190.0","{""Q0"":""Indica tu edad""}","2518","{""Q0"":""25""}",""
"","DEMOGR_02","DEMOGR","survey-multi-choice-vertical","179","360988","0.0-191.0","{""Q0"":""Indica tu género""}","837","{""Q0"":"" No binario""}",""
"","DEMOGR_03","DEMOGR","survey-html-form","180","361540","0.0-192.0","{""Q0"":""Indica tu correo electrónico personal(enviaremos la giftcard a este email cuando finalices las tareas)""}","548.0999999977648","{""Q0"":""lf9W6@gmail.com""}",""
"","DEMOGR_05","DEMOGR","survey-multi-choice-vertical","181","362240","0.0-193.0","{""Q0"":""¿Tienes algún tipo de daltonismo?""}","698","{""Q0"":"" Si""}",""
"","DEMOGR_06","DEMOGR","survey-html-form","182","362988","0.0-194.0","{""Q0"":""Elige del desplegable tu comuna de residencia.""}","741.6999999992549","{""Q0"":""J2Q7XmnSxznuptfZ2pvE8se14DNZOO0P1ErNm5azPATNJVajMG0I""}",""
"","DEMOGR_07","DEMOGR","survey-multi-choice-vertical","183","364852","0.0-195.0","{""Q0"":""Indica tú nivel de estudios""}","1857","{""Q0"":"" Universidad incompleta""}",""
"","DEMOGR_08","DEMOGR","survey-multi-choice-vertical","184","365796","0.0-196.0","{""Q0"":""¿Qué estas estudiando?""}","939","{""Q0"":"" Otro""}",""
"","DEMOGR_10","DEMOGR","survey-multi-choice-vertical","185","367011","0.0-198.0","{""Q0"":""Año completado de tus estudios""}","1210","{""Q0"":"" Segundo""}",""
"","DEMOGR_11","DEMOGR","survey-html-form","186","367557","0.0-199.0","{""Q0"":""Elige del desplegable la institución educativa a la que asistes. En caso de que no aparezca, introduce el nombre.""}","544.3999999985099","{""Q0"":""BrtNZrlSBKzFaAeRUcHtS5vYmRfsze2nX2q7mQcH9F52cmUZVChtJ3surFbdgqc""}",""
"","DEMOGR_12","DEMOGR","survey-multi-choice-vertical","187","369198","0.0-200.0","{""Q0"":""Indica el nivel de estudios de tu madre""}","1635","{""Q0"":"" Centro de Formación Técnica o en Instituto Profesional incompleta""}",""
"","DEMOGR_13","DEMOGR","survey-multi-choice-vertical","188","370729","0.0-201.0","{""Q0"":""Indica el nivel de estudios de tu padre""}","1521","{""Q0"":"" Centro de Formación Técnica o en Instituto Profesional incompleta""}",""
"","DEMOGR_14","DEMOGR","survey-multi-choice-vertical","189","371906","0.0-202.0","{""Q0"":""¿Qué tipo de seguro de salud tienes?""}","1173","{""Q0"":"" FONASA B""}",""
"","DEMOGR_15","DEMOGR","survey-multi-choice-horizontal","190","372620","0.0-203.0","{""Q0"":""¿Alguna vez has estado embarazada?""}","711","{""Q0"":"" Si""}",""
"","DEMOGR_16","DEMOGR","survey-multi-choice-horizontal","191","373372","0.0-204.0","{""Q0"":""¿Alguna vez has tenido un parto vaginal o cesarea?""}","749","{""Q0"":"" No""}",""
"","DEMOGR_17","DEMOGR","survey-multi-choice-horizontal","192","374173","0.0-205.0","{""Q0"":""¿Quieres tener hijos en el futuro?""}","798","{""Q0"":"" No se""}",""
"","DEMOGR_18","DEMOGR","survey-text","193","374714","0.0-206.0","{""Q0"":""¿Cuántos hijos(as) te gustaría tener? (0, 1, 2, 3...)""}","539","{""Q0"":""15""}",""
"","DEMOGR_19","DEMOGR","survey-multi-select","194","375572","0.0-207.0","{""Q0"":""Indica si alguna de las siguientes personas o grupos ha tenido una cesarea (puedes marcar más de una opción):""}","853.2000000029802","{""Q0"":[""&nbsp;Amigas cercanas""]}","[0]"
