"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":313}]","313","Instructions","SCSORF","instructions","761","426782","0.0-728.0","",""
"","725","SCSORF_01","SCSORF","survey-multi-choice-vertical","762","427509","0.0-729.0","{""Q0"":""1. Mi fe religiosa es extremadamente importante para mí.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","645","SCSORF_02","SCSORF","survey-multi-choice-vertical","763","428158","0.0-730.0","{""Q0"":""2. Rezo a diario.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","654","SCSORF_03","SCSORF","survey-multi-choice-vertical","764","428814","0.0-731.0","{""Q0"":""3. Considero mi fe una fuente de inspiración""}","{""Q0"":"" Fuertemente de acuerdo""}"
"","600","SCSORF_04","SCSORF","survey-multi-choice-vertical","765","429416","0.0-732.0","{""Q0"":""4. Considero que mi fe le otorga significado y propósito a mi vida.""}","{""Q0"":"" Fuertemente de acuerdo""}"
"","633","SCSORF_05","SCSORF","survey-multi-choice-vertical","766","430051","0.0-733.0","{""Q0"":""5. Me considero activo/a en mi fe o iglesia.""}","{""Q0"":"" De acuerdo""}"
"","649","SCSORF_06","SCSORF","survey-multi-choice-vertical","767","430702","0.0-734.0","{""Q0"":""6. Mi fe es una parte importante de quien soy como persona.""}","{""Q0"":"" En desacuerdo""}"
"","634","SCSORF_07","SCSORF","survey-multi-choice-vertical","768","431338","0.0-735.0","{""Q0"":""7. Mi relación con Dios es extremadamente importante para mí.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","607","SCSORF_08","SCSORF","survey-multi-choice-vertical","769","431948","0.0-736.0","{""Q0"":""8. Disfruto estando alrededor de otras personas que comparten mi fe.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","642","SCSORF_09","SCSORF","survey-multi-choice-vertical","770","432592","0.0-737.0","{""Q0"":""9. Veo mi fe como una fuente de comodidad.""}","{""Q0"":"" Fuertemente en desacuerdo""}"
"","642","SCSORF_10","SCSORF","survey-multi-choice-vertical","771","433236","0.0-738.0","{""Q0"":""10. Mi fe impacta muchas de mis decisiones.""}","{""Q0"":"" Fuertemente de acuerdo""}"
