"success","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","rt","response","question_order"
"true","Instructions_01","DEMOGR","fullscreen","146","138502","0.0-167.0","","","",""
"","DEMOGR_01","DEMOGR","survey-text","147","141026","0.0-168.0","{""Q0"":""Indica tu edad""}","2521","{""Q0"":""53""}",""
"","DEMOGR_02","DEMOGR","survey-multi-choice-vertical","148","141802","0.0-169.0","{""Q0"":""Indica tu género""}","772","{""Q0"":"" Masculino""}",""
"","DEMOGR_03","DEMOGR","survey-html-form","149","142494","0.0-170.0","{""Q0"":""Indica tu correo electrónico personal(enviaremos la giftcard a este email cuando finalices las tareas)""}","689.6000000014901","{""Q0"":""hBxu6@gmail.com""}",""
"","DEMOGR_05","DEMOGR","survey-multi-choice-vertical","150","143119","0.0-171.0","{""Q0"":""¿Tienes algún tipo de daltonismo?""}","622","{""Q0"":"" No""}",""
"","DEMOGR_06","DEMOGR","survey-html-form","151","143769","0.0-172.0","{""Q0"":""Elige del desplegable tu comuna de residencia.""}","646.6999999992549","{""Q0"":""KioQxyqzrhOJq8WawcaH9nNogs6""}",""
"","DEMOGR_07","DEMOGR","survey-multi-choice-vertical","152","145556","0.0-173.0","{""Q0"":""Indica tú nivel de estudios""}","1777","{""Q0"":"" Centro de Formación Técnica o en Instituto Profesional completa""}",""
"","DEMOGR_08","DEMOGR","survey-multi-choice-vertical","153","146562","0.0-174.0","{""Q0"":""¿Qué estas estudiando?""}","1002","{""Q0"":"" Negocios / Comercio""}",""
"","DEMOGR_10","DEMOGR","survey-multi-choice-vertical","154","147696","0.0-176.0","{""Q0"":""Año completado de tus estudios""}","1130","{""Q0"":"" Tercero""}",""
"","DEMOGR_11","DEMOGR","survey-html-form","155","148214","0.0-177.0","{""Q0"":""Elige del desplegable la institución educativa a la que asistes. En caso de que no aparezca, introduce el nombre.""}","514.8000000007451","{""Q0"":""KDO408BcqVjsmy5a26xVPw6Y7EQ8T3F8TUbcNH37oXsT90d6q9Zdr""}",""
"","DEMOGR_12","DEMOGR","survey-multi-choice-vertical","156","149967","0.0-178.0","{""Q0"":""Indica el nivel de estudios de tu madre""}","1744","{""Q0"":"" Sin educación formal""}",""
"","DEMOGR_13","DEMOGR","survey-multi-choice-vertical","157","151614","0.0-179.0","{""Q0"":""Indica el nivel de estudios de tu padre""}","1637","{""Q0"":"" Media completa""}",""
"","DEMOGR_14","DEMOGR","survey-multi-choice-vertical","158","152773","0.0-180.0","{""Q0"":""¿Qué tipo de seguro de salud tienes?""}","1154","{""Q0"":"" FONASA A""}",""
"","DEMOGR_15","DEMOGR","survey-multi-choice-horizontal","159","153386","0.0-181.0","{""Q0"":""¿Alguna vez has estado embarazada?""}","611","{""Q0"":"" Si""}",""
"","DEMOGR_16","DEMOGR","survey-multi-choice-horizontal","160","154142","0.0-182.0","{""Q0"":""¿Alguna vez has tenido un parto vaginal o cesarea?""}","753","{""Q0"":"" Si""}",""
"","DEMOGR_17","DEMOGR","survey-multi-choice-horizontal","161","154903","0.0-183.0","{""Q0"":""¿Quieres tener hijos en el futuro?""}","758","{""Q0"":"" No""}",""
"","DEMOGR_18","DEMOGR","survey-text","162","155619","0.0-184.0","{""Q0"":""¿Cuántos hijos(as) te gustaría tener? (0, 1, 2, 3...)""}","713","{""Q0"":""32""}",""
"","DEMOGR_19","DEMOGR","survey-multi-select","163","156509","0.0-185.0","{""Q0"":""Indica si alguna de las siguientes personas o grupos ha tenido una cesarea (puedes marcar más de una opción):""}","885.3999999985099","{""Q0"":[""&nbsp;Hermanas""]}","[0]"
