"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":297}]","297","Instructions","FDMQ","instructions","220","135708","0.0-234.0","",""
"","559","FDMQ_01","FDMQ","survey-multi-choice-vertical","221","136269","0.0-235.0","{""Q0"":""1. Me gusta considerar todas las alternativas.""}","{""Q0"":"" A veces es verdad""}"
"","699","FDMQ_02","FDMQ","survey-multi-choice-vertical","222","136971","0.0-236.0","{""Q0"":""2. Intento encontrar las desventajas de cada alternativa.""}","{""Q0"":"" A veces es verdad""}"
"","528","FDMQ_03","FDMQ","survey-multi-choice-vertical","223","137501","0.0-237.0","{""Q0"":""3. Tomo en consideración cuál sería la mejor manera de llevar adelante una decisión.""}","{""Q0"":"" A veces es verdad""}"
"","576","FDMQ_04","FDMQ","survey-multi-choice-vertical","224","138079","0.0-238.0","{""Q0"":""4. Cuando tomo decisiones me gusta reunir mucha información.""}","{""Q0"":"" A veces es verdad""}"
"","569","FDMQ_05","FDMQ","survey-multi-choice-vertical","225","138650","0.0-239.0","{""Q0"":""5. Intento ser claro en mis objetivos antes de elegir.""}","{""Q0"":"" No es verdad para mi""}"
"","613","FDMQ_06","FDMQ","survey-multi-choice-vertical","226","139265","0.0-240.0","{""Q0"":""6. Tomo muchas precauciones antes de elegir.""}","{""Q0"":"" No es verdad para mi""}"
"","587","FDMQ_07","FDMQ","survey-multi-choice-vertical","227","139853","0.0-241.0","{""Q0"":""7. Siempre que afronto una decisión difícil, me siento pesimista respecto a poder encontrar una buena solución.""}","{""Q0"":"" Es verdad para mi""}"
"","717","FDMQ_08","FDMQ","survey-multi-choice-vertical","228","140573","0.0-242.0","{""Q0"":""8. Me siento como si estuviera bajo una tremenda presión de tiempo cuando tomo decisiones.""}","{""Q0"":"" Es verdad para mi""}"
"","576","FDMQ_09","FDMQ","survey-multi-choice-vertical","229","141152","0.0-243.0","{""Q0"":""9. La posibilidad de que alguna cosa de poca importancia pudiera salir mal hace que cambie abruptamente mi preferencia.""}","{""Q0"":"" A veces es verdad""}"
"","517","FDMQ_10","FDMQ","survey-multi-choice-vertical","230","141670","0.0-244.0","{""Q0"":""10. No puedo pensar correctamente si tengo que tomar decisiones apresuradas.""}","{""Q0"":"" A veces es verdad""}"
"","535","FDMQ_11","FDMQ","survey-multi-choice-vertical","231","142207","0.0-245.0","{""Q0"":""11. Después de tomar una decisión, gasto cantidad de tiempo convenciéndome a mí mismo de que era correcta.""}","{""Q0"":"" No es verdad para mi""}"
"","581","FDMQ_12","FDMQ","survey-multi-choice-vertical","232","142791","0.0-246.0","{""Q0"":""12. Evito tomar decisiones.""}","{""Q0"":"" Es verdad para mi""}"
"","505","FDMQ_13","FDMQ","survey-multi-choice-vertical","233","143298","0.0-247.0","{""Q0"":""13. No tomo decisiones a menos que no tenga más remedio.""}","{""Q0"":"" No es verdad para mi""}"
"","514","FDMQ_14","FDMQ","survey-multi-choice-vertical","234","143814","0.0-248.0","{""Q0"":""14. Prefiero dejarles a otros tomar las decisiones.""}","{""Q0"":"" A veces es verdad""}"
"","516","FDMQ_15","FDMQ","survey-multi-choice-vertical","235","144333","0.0-249.0","{""Q0"":""15. No me gusta asumir la responsabilidad de tomar decisiones.""}","{""Q0"":"" A veces es verdad""}"
"","525","FDMQ_16","FDMQ","survey-multi-choice-vertical","236","144859","0.0-250.0","{""Q0"":""16. Si una decisión puede ser tomada por otra persona o por mi, dejo que la otra persona la tome.""}","{""Q0"":"" Es verdad para mi""}"
"","534","FDMQ_17","FDMQ","survey-multi-choice-vertical","237","145395","0.0-251.0","{""Q0"":""17. Prefiero que las personas que están mejor informadas decidan por mí.""}","{""Q0"":"" A veces es verdad""}"
"","554","FDMQ_18","FDMQ","survey-multi-choice-vertical","238","145950","0.0-252.0","{""Q0"":""18. Pierdo cantidad de tiempo en cuestiones triviales de menor importancia antes de llegar a la decisión final.""}","{""Q0"":"" Es verdad para mi""}"
"","491","FDMQ_19","FDMQ","survey-multi-choice-vertical","239","146443","0.0-253.0","{""Q0"":""19. Incluso después de haber tomado una decisión, retraso ponerla en práctica.""}","{""Q0"":"" No es verdad para mi""}"
"","538","FDMQ_20","FDMQ","survey-multi-choice-vertical","240","146982","0.0-254.0","{""Q0"":""20. Cuando tengo que tomar una decisión, espero mucho tiempo antes de empezar a pensar en ello.""}","{""Q0"":"" A veces es verdad""}"
"","540","FDMQ_21","FDMQ","survey-multi-choice-vertical","241","147525","0.0-255.0","{""Q0"":""21. Retraso tomar decisiones hasta que es demasiado tarde.""}","{""Q0"":"" Es verdad para mi""}"
"","486","FDMQ_22","FDMQ","survey-multi-choice-vertical","242","148012","0.0-256.0","{""Q0"":""22. Aplazo tomar decisiones.""}","{""Q0"":"" Es verdad para mi""}"
