"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":338}]","338","Instructions_01","DEMOGR3","instructions","196","376135","0.0-210.0","",""
"","533","DEMOGR3_01","DEMOGR3","survey-text","197","376670","0.0-211.0","{""Q0"":""Indica tu edad""}","{""Q0"":""84""}"
"","846","DEMOGR3_02","DEMOGR3","survey-multi-choice-vertical","198","377520","0.0-212.0","{""Q0"":""Indica tu sexo""}","{""Q0"":"" Mujer""}"
"","639","DEMOGR3_03","DEMOGR3","survey-multi-choice-vertical","199","378162","0.0-213.0","{""Q0"":""¿Usted nació en Chile?""}","{""Q0"":"" No""}"
"","631","DEMOGR3_04","DEMOGR3","survey-multi-choice-vertical","200","378796","0.0-214.0","{""Q0"":""¿Usted vive hace más de 10 años en Chile?""}","{""Q0"":"" Sí""}"
"","1093","DEMOGR3_05","DEMOGR3","survey-multi-choice-vertical","201","379895","0.0-215.0","{""Q0"":""¿Cuál es el nivel educacional alcanzado (último año aprobado) por usted?""}","{""Q0"":"" Media completa / Técnica incompleta.""}"
"","564","DEMOGR3_06","DEMOGR3","survey-multi-choice-vertical","202","380462","0.0-216.0","{""Q0"":""Durante los últimos 12 meses ¿Ha sido diagnosticado/a y/o tratado/a por algún problema Psicológico o Psiquiátrico?""}","{""Q0"":"" Sí""}"
"","862","DEMOGR3_07","DEMOGR3","survey-multi-choice-vertical","203","381328","0.0-217.0","{""Q0"":""¿Usted tiene actualmente alguno de los siguientes diagnósticos: Esquizofrenia, Depresión Mayor, Epilepsia grave, Traumatismo encefalocraneano?""}","{""Q0"":"" Sí""}"
"","608","DEMOGR3_08","DEMOGR3","survey-multi-choice-vertical","204","381940","0.0-218.0","{""Q0"":""¿Tiene algún problema visual o auditivo que le impida responder esta encuesta sin ayuda?""}","{""Q0"":"" Sí""}"
"","1267","DEMOGR3_09","DEMOGR3","survey-text","205","383210","0.0-219.0","{""Q0"":""Introduce tu número de celular (912345678)(sólo lo usaremos para contactar contigo en caso de que ganes el sorteo.)""}","{""Q0"":""969644745""}"
