"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":399}]","399","Instructions","OBJNUM","instructions","495","264284","0.0-449.0","",""
"","592","OBJNUM_04","OBJNUM","survey-text","496","264879","0.0-450.0","{""Q0"":""Imagina que lanzamos un dado no trucado en 1.000 ocasiones. ¿En cuántas de estas 1.000 ocasiones crees que saldrá un número par (2, 4, 6)?""}","{""Q0"":""67""}"
"","586","OBJNUM_06","OBJNUM","survey-multi-choice-vertical","497","265468","0.0-451.0","{""Q0"":""¿Cuál de las siguientes cantidades representa un riesgo mayor de contraer una enfermedad?""}","{""Q0"":"" 10%""}"
"","515","OBJNUM_03","OBJNUM","survey-text","498","265986","0.0-452.0","{""Q0"":""En un concurso de un periódico local la probabilidad de ganar un coche es de 1 entre 1.000. ¿Qué porcentaje de participaciones en dicho concurso ganaría el coche?""}","{""Q0"":""51""}"
"","484","OBJNUM_07","OBJNUM","survey-text","499","266473","0.0-453.0","{""Q0"":""Si la probabilidad de contraer una enfermedad es del 10 %, ¿cuántas personas esperas que contraigan la enfermedad en un grupo de 1,000?""}","{""Q0"":""80""}"
"","459","OBJNUM_02","OBJNUM","survey-text","500","266935","0.0-454.0","{""Q0"":""La probabilidad de ganar un premio de $10.000 en la lotería es del 1%. Haz una estimación: Si 1.000 personas compran un boleto de lotería, ¿cuántas ganarán el premio de $10.000?""}","{""Q0"":""98""}"
"","561","OBJNUM_05","OBJNUM","survey-multi-choice-vertical","501","267498","0.0-455.0","{""Q0"":""¿Cuál de las siguientes cantidades representa un riesgo mayor de contraer una enfermedad?""}","{""Q0"":"" 1 de 1000""}"
"","399","OBJNUM_01","OBJNUM","survey-text","502","267900","0.0-456.0","{""Q0"":""Imagina que lanzamos una moneda no trucada en 1.000 ocasiones. Haz una estimación: ¿Cuántas veces saldrá cara en los 1.000 intentos?""}","{""Q0"":""62""}"
"","442","OBJNUM_09","OBJNUM","survey-text","503","268345","0.0-457.0","{""Q0"":""Si el riesgo de que una persona llamada A contraiga una enfermedad es de 1 entre 100 en diez años, y el riesgo de que la contraiga una persona llamada B es el doble que A, ¿cuál es el riesgo de que la contraiga B? (____ entre 100)""}","{""Q0"":""71""}"
"","427","OBJNUM_08","OBJNUM","survey-text","504","268775","0.0-458.0","{""Q0"":""Si la probabilidad de contraer una enfermedad es de 20 en 100, esto implicaría que hay una probabilidad del _______ % de contraer la enfermedad""}","{""Q0"":""98""}"
