"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":299}]","300","Instructions","SRA","instructions","741","360416","0.0-707.0","",""
"","675","SRA_01","SRA","survey-multi-choice-vertical","742","361096","0.0-708.0","{""Q0"":""1. He ayudado a sacar el coche de un extraño de la nieve.""}","{""Q0"":"" Muy a menudo""}"
"","695","SRA_02","SRA","survey-multi-choice-vertical","743","361798","0.0-709.0","{""Q0"":""2. Le he dado instrucciones a un extraño.""}","{""Q0"":"" Más de una vez""}"
"","633","SRA_03","SRA","survey-multi-choice-vertical","744","362436","0.0-710.0","{""Q0"":""3. He hecho cambios por un extraño.""}","{""Q0"":"" Más de una vez""}"
"","642","SRA_04","SRA","survey-multi-choice-vertical","745","363084","0.0-711.0","{""Q0"":""4. He dado dinero a una organización benéfica.""}","{""Q0"":"" Más de una vez""}"
"","596","SRA_05","SRA","survey-multi-choice-vertical","746","363687","0.0-712.0","{""Q0"":""5. Le di dinero a un extraño que lo necesitaba (o me lo pidió).""}","{""Q0"":"" Más de una vez""}"
"","657","SRA_06","SRA","survey-multi-choice-vertical","747","364350","0.0-713.0","{""Q0"":""6. He donado artículos o ropa a una organización benéfica.""}","{""Q0"":"" Nunca""}"
"","636","SRA_07","SRA","survey-multi-choice-vertical","748","364991","0.0-714.0","{""Q0"":""7. He realizado trabajo voluntario para una organización benéfica.""}","{""Q0"":"" Nunca""}"
"","649","SRA_08","SRA","survey-multi-choice-vertical","749","365644","0.0-715.0","{""Q0"":""8. He donado sangre.""}","{""Q0"":"" Más de una vez""}"
"","618","SRA_09","SRA","survey-multi-choice-vertical","750","366267","0.0-716.0","{""Q0"":""9. He ayudado a llevar las pertenencias de un extraño (libros, paquetes, etc.).""}","{""Q0"":"" Más de una vez""}"
"","648","SRA_10","SRA","survey-multi-choice-vertical","751","366921","0.0-717.0","{""Q0"":""10. He retrasado un ascensor y mantuve la puerta abierta para un extraño.""}","{""Q0"":"" Muy a menudo""}"
"","636","SRA_11","SRA","survey-multi-choice-vertical","752","367562","0.0-718.0","{""Q0"":""11. Permití que alguien se adelantara a mí en una fila (por ejemplo: en un banco, en el supermercado, etc).""}","{""Q0"":"" Muy a menudo""}"
"","621","SRA_12","SRA","survey-multi-choice-vertical","753","368189","0.0-719.0","{""Q0"":""12. He dado a un extraño un aventón en mi auto.""}","{""Q0"":"" Nunca""}"
"","615","SRA_13","SRA","survey-multi-choice-vertical","754","368808","0.0-720.0","{""Q0"":""13. He señalado el error de un empleado (por ejemplo: en un banco, en el supermercado, etc) al cobrar menos por un artículo.""}","{""Q0"":"" Una vez""}"
"","624","SRA_14","SRA","survey-multi-choice-vertical","755","369437","0.0-721.0","{""Q0"":""14. Dejé que un vecino a quien no conocía demasiado bien, tomara prestado un artículo de algún valor para mí (por ejemplo: un plato, herramientas, etc).""}","{""Q0"":"" Más de una vez""}"
"","646","SRA_15","SRA","survey-multi-choice-vertical","756","370088","0.0-722.0","{""Q0"":""15. He comprado tarjetas de Navidad \""benéficas\"" deliberadamente porque sabía que era una buena causa.""}","{""Q0"":"" Nunca""}"
"","621","SRA_16","SRA","survey-multi-choice-vertical","757","370715","0.0-723.0","{""Q0"":""16. He ayudado a un compañero de clase que no conocía muy bien con una tarea cuando mi conocimiento era mayor que el de él o ella.""}","{""Q0"":"" Más de una vez""}"
"","650","SRA_17","SRA","survey-multi-choice-vertical","758","371369","0.0-724.0","{""Q0"":""17. Antes de que me pidieran, he cuidado voluntariamente las mascotas o los niños de un vecino sin ser pagado por ello.""}","{""Q0"":"" Nunca""}"
"","635","SRA_18","SRA","survey-multi-choice-vertical","759","372009","0.0-725.0","{""Q0"":""18. Me he ofrecido a ayudar a un extraño discapacitado o anciano a cruzar la calle.""}","{""Q0"":"" Muy a menudo""}"
"","596","SRA_19","SRA","survey-multi-choice-vertical","760","372610","0.0-726.0","{""Q0"":""19. Le ofrecí mi asiento en un autobús o tren a un extraño que estaba parado.""}","{""Q0"":"" A menudo""}"
"","604","SRA_20","SRA","survey-multi-choice-vertical","761","373219","0.0-727.0","{""Q0"":""20. He ayudado a un conocido a mudarse de hogar.""}","{""Q0"":"" Más de una vez""}"
