"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":265}]","265","Instructions","IDQ","instructions","301","148373","0.0-251.0","",""
"","448","IDQ_01","IDQ","survey-text","302","148823","0.0-252.0","{""Q0"":""Nombre completo""}","{""Q0"":""FoNgIYhiD8gfUqUzkLqIn3R6S2Pnx6YSMSXMYt2EUioGQKEQ""}"
"","411","IDQ_02","IDQ","survey-text","303","149237","0.0-253.0","{""Q0"":""Edad""}","{""Q0"":""69""}"
"","380","IDQ_03","IDQ","survey-text","304","149618","0.0-254.0","{""Q0"":""Rut (sin digito verificador)""}","{""Q0"":""29""}"
"","534","IDQ_04","IDQ","survey-multi-choice-vertical","305","150154","0.0-255.0","{""Q0"":""Sexo""}","{""Q0"":"" No binario""}"
"","419","IDQ_05","IDQ","survey-text","306","150574","0.0-256.0","{""Q0"":""Nivel educacional en años de estudio (Considere hasta el año realizado. Por ejemplo, si terminó 4to medio y no realizó nada más, poner 12 años. Si realizo dos años de formación técnica después de terminar 4to medio, poner 14 años. Si llegó solo hasta 3er medio, poner 10 ya que terminó 2do medio. etc.)""}","{""Q0"":""0""}"
"","370","IDQ_06","IDQ","survey-text","307","150946","0.0-257.0","{""Q0"":""Comuna de residencia""}","{""Q0"":""jRo33ZBowk""}"
"","380","IDQ_07","IDQ","survey-text","308","151327","0.0-258.0","{""Q0"":""Número telefónico de contacto""}","{""Q0"":""74""}"
"","390","IDQ_08","IDQ","survey-text","309","151720","0.0-259.0","{""Q0"":""Dirección correo electrónico""}","{""Q0"":""QLuvK1vpkGiKSXlJucTkSqDLkCUzmM2k1he8vbNMxF5wTtOZfoapE22steQo3VG""}"
"","404","IDQ_09","IDQ","survey-multi-choice-vertical","310","152125","0.0-260.0","{""Q0"":""¿Ha sido diagnosticado con alguna enfermedad psiquiátrica?""}","{""Q0"":"" No""}"
"","412","IDQ_11","IDQ","survey-multi-choice-vertical","311","152539","0.0-262.0","{""Q0"":""¿Se encuentra actualmente bajo algún tratamiento psiquiátrico? (ej: usa medicación; está bajo terapia psiquiátrica y/o control médico)""}","{""Q0"":"" Si""}"
"","397","IDQ_12","IDQ","survey-text","312","152938","0.0-263.0-0.0","{""Q0"":""¿Qué tipo de tratamiento?""}","{""Q0"":""RkIFH1RGMDkyMGdlcagc9wB1Z10Cu2LBW3j3Y3MzNA0tM98xuaSeuQjv""}"
"","396","IDQ_13","IDQ","survey-multi-choice-vertical","313","153336","0.0-264.0","{""Q0"":""¿Ha tenido que acudir por ayuda especializada, o tiene la necesidad de buscarla, por consumo problemático de alcohol y/o drogas?""}","{""Q0"":"" No""}"
