"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":281}]","281","Instructions","RSS","instructions","644","314517","0.0-604.0","",""
"","652","RSS_01","RSS","survey-multi-choice-horizontal","645","315174","0.0-605.0","{""Q0"":""1. Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":""Muy en desacuerdo""}"
"","573","RSS_02","RSS","survey-multi-choice-horizontal","646","315750","0.0-606.0","{""Q0"":""2. Creo que tengo un buen número de cualidades.""}","{""Q0"":""En desacuerdo""}"
"","541","RSS_03","RSS","survey-multi-choice-horizontal","647","316295","0.0-607.0","{""Q0"":""3. En general, me inclino a pensar que soy un fracasado/a.""}","{""Q0"":""En desacuerdo""}"
"","562","RSS_04","RSS","survey-multi-choice-horizontal","648","316861","0.0-608.0","{""Q0"":""4. Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":""Muy de acuerdo""}"
"","509","RSS_05","RSS","survey-multi-choice-horizontal","649","317374","0.0-609.0","{""Q0"":""5. Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":""Muy en desacuerdo""}"
"","505","RSS_06","RSS","survey-multi-choice-horizontal","650","317883","0.0-610.0","{""Q0"":""6. Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":""De acuerdo""}"
"","530","RSS_07","RSS","survey-multi-choice-horizontal","651","318418","0.0-611.0","{""Q0"":""7. En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":""Muy de acuerdo""}"
"","565","RSS_08","RSS","survey-multi-choice-horizontal","652","318985","0.0-612.0","{""Q0"":""8. Desearía valorarme más a mi mismo/a.""}","{""Q0"":""En desacuerdo""}"
"","545","RSS_09","RSS","survey-multi-choice-horizontal","653","319535","0.0-613.0","{""Q0"":""9. A veces me siento verdaderamente inútil.""}","{""Q0"":""Muy en desacuerdo""}"
"","519","RSS_10","RSS","survey-multi-choice-horizontal","654","320057","0.0-614.0","{""Q0"":""10. A veces pienso que no soy bueno/a para nada.""}","{""Q0"":""De acuerdo""}"
