"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":336}]","336","Instructions","CRS","instructions","66","40532","0.0-76.0","",""
"","819","CRS_01","CRS","survey-multi-choice-vertical","67","41355","0.0-77.0","{""Q0"":""1. ¿Con qué frecuencia piensas en temas religiosos?""}","{""Q0"":"" Rara vez""}"
"","768","CRS_02","CRS","survey-multi-choice-vertical","68","42127","0.0-78.0","{""Q0"":""2. ¿Hasta qué punto crees que Dios o algo divino existe?""}","{""Q0"":"" Mucho""}"
"","733","CRS_03","CRS","survey-multi-choice-vertical","69","42862","0.0-79.0","{""Q0"":""3. ¿Con qué frecuencia participas en servicios religiosos?""}","{""Q0"":"" A menudo""}"
"","677","CRS_04","CRS","survey-multi-choice-vertical","70","43541","0.0-80.0","{""Q0"":""4. ¿Con qué frecuencia rezas?""}","{""Q0"":"" Rara vez""}"
"","669","CRS_05","CRS","survey-multi-choice-vertical","71","44213","0.0-81.0","{""Q0"":""5. ¿Con qué frecuencia meditas?""}","{""Q0"":"" A menudo""}"
"","683","CRS_06","CRS","survey-multi-choice-vertical","72","44898","0.0-82.0","{""Q0"":""6. ¿Con qué frecuencia experimenta situaciones en las que tiene la sensación de que Dios o algo divino interviene en su vida?""}","{""Q0"":"" Rara vez""}"
"","668","CRS_07","CRS","survey-multi-choice-vertical","73","45570","0.0-83.0","{""Q0"":""7. ¿Con qué frecuencia experimenta situaciones en las que tiene la sensación de ser uno con todos?""}","{""Q0"":"" A menudo""}"
"","676","CRS_08","CRS","survey-multi-choice-vertical","74","46248","0.0-84.0","{""Q0"":""8. ¿Qué tan interesado está en aprender más sobre temas religiosos?""}","{""Q0"":"" Mucho""}"
"","648","CRS_09","CRS","survey-multi-choice-vertical","75","46899","0.0-85.0","{""Q0"":""9. ¿Hasta qué punto crees en una vida futura? inmortalidad del alma, resurrección de los muertos o reencarnación?""}","{""Q0"":"" Un poco""}"
"","687","CRS_10","CRS","survey-multi-choice-vertical","76","47589","0.0-86.0","{""Q0"":""10. ¿Qué tan importante es participar en los servicios religiosos?""}","{""Q0"":"" Mucho""}"
"","664","CRS_11","CRS","survey-multi-choice-vertical","77","48255","0.0-87.0","{""Q0"":""11. ¿Qué tan importante es la oración personal para ti?""}","{""Q0"":"" Un poco""}"
"","679","CRS_12","CRS","survey-multi-choice-vertical","78","48936","0.0-88.0","{""Q0"":""12. ¿Qué tan importante es la meditación para ti?""}","{""Q0"":"" Demasiado""}"
"","671","CRS_13","CRS","survey-multi-choice-vertical","79","49609","0.0-89.0","{""Q0"":""13. ¿Con qué frecuencia experimentas situaciones en las que tienes la sensación de que Dios o algo divino quiere comunicarte o revelarte algo?""}","{""Q0"":"" Ocasionalmente""}"
"","699","CRS_14","CRS","survey-multi-choice-vertical","80","50310","0.0-90.0","{""Q0"":""14. ¿Con qué frecuencia experimenta situaciones en las que tiene la sensación de ser tocado por un poder divino?""}","{""Q0"":"" Ocasionalmente""}"
"","729","CRS_15","CRS","survey-multi-choice-vertical","81","51043","0.0-91.0","{""Q0"":""15. ¿Con qué frecuencia se mantiene informado sobre cuestiones religiosas a través de la radio, la televisión, internet, periódicos o libros?""}","{""Q0"":"" Ocasionalmente""}"
"","688","CRS_16","CRS","survey-multi-choice-vertical","82","51735","0.0-92.0","{""Q0"":""16. En tu opinión, ¿qué tan probable es que realmente exista un poder superior?""}","{""Q0"":"" Mucho""}"
"","687","CRS_17","CRS","survey-multi-choice-vertical","83","52424","0.0-93.0","{""Q0"":""17. ¿Qué tan importante es para usted estar conectado a una comunidad religiosa?""}","{""Q0"":"" Algo""}"
"","705","CRS_18","CRS","survey-multi-choice-vertical","84","53131","0.0-94.0","{""Q0"":""18. ¿Con qué frecuencia rezas espontáneamente cuando te inspiras en situaciones cotidianas?""}","{""Q0"":"" Ocasionalmente""}"
"","716","CRS_19","CRS","survey-multi-choice-vertical","85","53850","0.0-95.0","{""Q0"":""19. ¿Con qué frecuencia intentas conectarte a lo divino espontáneamente cuando te inspiras en situaciones cotidianas?""}","{""Q0"":"" Rara vez""}"
"","790","CRS_20","CRS","survey-multi-choice-vertical","86","54643","0.0-96.0","{""Q0"":""20. ¿Con qué frecuencia experimenta situaciones en las que tiene la sensación de que Dios o algo divino está presente?""}","{""Q0"":"" Ocasionalmente""}"
