"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":424}]","424","Instructions_01","IBT","instructions","227","199312","0.0-244.0","",""
"","1584","IBT_01","IBT","survey-multi-choice-horizontal","228","200902","0.0-245.0","{""Q0"":""A menudo compro cosas de manera espontánea.""}","{""Q0"":""Muy en desacuerdo""}"
"","940","IBT_02","IBT","survey-multi-choice-horizontal","229","201848","0.0-246.0","{""Q0"":""“Ya mismo” describe la forma en que compro las cosas.""}","{""Q0"":""En desacuerdo""}"
"","1056","IBT_03","IBT","survey-multi-choice-horizontal","230","202911","0.0-247.0","{""Q0"":""A menudo compro cosas sin pensar.""}","{""Q0"":""En desacuerdo""}"
"","1043","IBT_04","IBT","survey-multi-choice-horizontal","231","203959","0.0-248.0","{""Q0"":""Si veo algo que quiero, lo compro.""}","{""Q0"":""Muy de acuerdo""}"
"","844","IBT_05","IBT","survey-multi-choice-horizontal","232","204811","0.0-249.0","{""Q0"":""“Compro primero y pienso después” me describe bien.""}","{""Q0"":""Neutral""}"
"","1167","IBT_06","IBT","survey-multi-choice-horizontal","233","205983","0.0-250.0","{""Q0"":""Algunas veces soy un poco insensato (irracional, ilógico) comprando.""}","{""Q0"":""Muy en desacuerdo""}"
"","899","IBT_07","IBT","survey-multi-choice-horizontal","234","206885","0.0-251.0","{""Q0"":""Compro cosas según cómo me siento en el momento.""}","{""Q0"":""Muy en desacuerdo""}"
"","988","IBT_08","IBT","survey-multi-choice-horizontal","235","207879","0.0-252.0","{""Q0"":""Planifico cuidadosamente la mayoría de las compras.""}","{""Q0"":""Muy de acuerdo""}"
"","1051","IBT_09","IBT","survey-multi-choice-horizontal","236","208935","0.0-253.0","{""Q0"":""Algunas veces soy un poco imprudente con lo que compro.""}","{""Q0"":""Neutral""}"
