"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":318}]","319","Instructions","MIS","instructions","463","249115","0.0-417.0","",""
"","524","MIS_01","MIS","survey-multi-choice-vertical","464","249641","0.0-418.0","{""Q0"":""1. Algunas personas pueden hacerme consciente de ellos simplemente pensando en mí.""}","{""Q0"":"" Falso""}"
"","511","MIS_02","MIS","survey-multi-choice-vertical","465","250154","0.0-419.0","{""Q0"":""2. He tenido la sensación momentánea de que tal vez no soy humano.""}","{""Q0"":"" Verdadero""}"
"","520","MIS_03","MIS","survey-multi-choice-vertical","466","250677","0.0-420.0","{""Q0"":""3. A veces he tenido miedo de pisar las grietas en la acera.""}","{""Q0"":"" Verdadero""}"
"","508","MIS_04","MIS","survey-multi-choice-vertical","467","251187","0.0-421.0","{""Q0"":""4. Creo que podría aprender a leer las mentes de otros si yo quisiera.""}","{""Q0"":"" Falso""}"
"","493","MIS_05","MIS","survey-multi-choice-vertical","468","251682","0.0-422.0","{""Q0"":""5. Los horóscopos son correctos con demasiada frecuencia para que sea una coincidencia.""}","{""Q0"":"" Verdadero""}"
"","494","MIS_06","MIS","survey-multi-choice-vertical","469","252178","0.0-423.0","{""Q0"":""6. Las cosas a veces parecen estar en diferentes lugares cuando llego a casa, a pesar de que nadie ha estado allí.""}","{""Q0"":"" Verdadero""}"
"","446","MIS_07","MIS","survey-multi-choice-vertical","470","252626","0.0-424.0","{""Q0"":""7. Los números como 13 y 7 no tienen poderes especiales.""}","{""Q0"":"" Falso""}"
"","467","MIS_08","MIS","survey-multi-choice-vertical","471","253095","0.0-425.0","{""Q0"":""8. Ocasionalmente tuve la tonta sensación de que alguien en la estación de televisión o la emisora ​​de radio sabía que lo estaba escuchando.""}","{""Q0"":"" Verdadero""}"
"","487","MIS_09","MIS","survey-multi-choice-vertical","472","253583","0.0-426.0","{""Q0"":""9. Me preocupa que las personas en otros planetas puedan influir en lo que sucede en la tierra""}","{""Q0"":"" Falso""}"
"","452","MIS_10","MIS","survey-multi-choice-vertical","473","254036","0.0-427.0","{""Q0"":""10. El gobierno se niega a decirnos la verdad sobre platillos voladores.""}","{""Q0"":"" Falso""}"
"","497","MIS_11","MIS","survey-multi-choice-vertical","474","254535","0.0-428.0","{""Q0"":""11. He sentido que había mensajes para mí en cómo se organizaron las cosas en una vitrina.""}","{""Q0"":"" Falso""}"
