"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":231}]","231","Instructions","IDQ","instructions","301","143973","0.0-251.0","",""
"","451","IDQ_01","IDQ","survey-text","302","144426","0.0-252.0","{""Q0"":""Nombre completo""}","{""Q0"":""uqfHcAhPtF0bELJLbLxu3zhmzJdOXfmN5Jtpc6PcTjAkJ6oN2FsbmoCv1BxnHnzCe71r9bdfhevHC4rIncmD5""}"
"","410","IDQ_02","IDQ","survey-text","303","144839","0.0-253.0","{""Q0"":""Edad""}","{""Q0"":""98""}"
"","382","IDQ_03","IDQ","survey-text","304","145222","0.0-254.0","{""Q0"":""Rut (sin digito verificador)""}","{""Q0"":""13""}"
"","531","IDQ_04","IDQ","survey-multi-choice-vertical","305","145755","0.0-255.0","{""Q0"":""Sexo""}","{""Q0"":"" Hombre""}"
"","380","IDQ_05","IDQ","survey-text","306","146136","0.0-256.0","{""Q0"":""Nivel educacional en años de estudio (Considere hasta el año realizado. Por ejemplo, si terminó 4to medio y no realizó nada más, poner 12 años. Si realizo dos años de formación técnica después de terminar 4to medio, poner 14 años. Si llegó solo hasta 3er medio, poner 10 ya que terminó 2do medio. etc.)""}","{""Q0"":""87""}"
"","372","IDQ_06","IDQ","survey-text","307","146510","0.0-257.0","{""Q0"":""Comuna de residencia""}","{""Q0"":""9dbxfJ1SDqEMiYmiutMwh9iOJB7""}"
"","373","IDQ_07","IDQ","survey-text","308","146886","0.0-258.0","{""Q0"":""Número telefónico de contacto""}","{""Q0"":""59""}"
"","389","IDQ_08","IDQ","survey-text","309","147276","0.0-259.0","{""Q0"":""Dirección correo electrónico""}","{""Q0"":""E7O6v6dVlbiBwC4OjmsiV8pVL87EW40Is2bdftHXFKAHIzH7ROUemAAh7a1mZA15D6jfzb9fsc2SPRChPc2e""}"
"","386","IDQ_09","IDQ","survey-multi-choice-vertical","310","147664","0.0-260.0","{""Q0"":""¿Ha sido diagnosticado con alguna enfermedad psiquiátrica?""}","{""Q0"":"" Si""}"
"","357","IDQ_10","IDQ","survey-text","311","148023","0.0-261.0-0.0","{""Q0"":""¿En que año fue diagnosticado con alguna enfermedad psiquiátrica?""}","{""Q0"":""88""}"
"","401","IDQ_11","IDQ","survey-multi-choice-vertical","312","148425","0.0-262.0","{""Q0"":""¿Se encuentra actualmente bajo algún tratamiento psiquiátrico? (ej: usa medicación; está bajo terapia psiquiátrica y/o control médico)""}","{""Q0"":"" No""}"
"","401","IDQ_13","IDQ","survey-multi-choice-vertical","313","148828","0.0-264.0","{""Q0"":""¿Ha tenido que acudir por ayuda especializada, o tiene la necesidad de buscarla, por consumo problemático de alcohol y/o drogas?""}","{""Q0"":"" No""}"
