"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":578}]","578","Instructions_01","STAI","instructions","666","549119","0.0-714.0","",""
"","1078","STAI_01","STAI","survey-multi-choice-horizontal","667","550209","0.0-715.0","{""Q0"":""1. Me siento calmado.""}","{""Q0"":""NADA""}"
"","1190","STAI_02","STAI","survey-multi-choice-horizontal","668","551407","0.0-716.0","{""Q0"":""2. Me siento seguro.""}","{""Q0"":""UN POCO""}"
"","861","STAI_03","STAI","survey-multi-choice-horizontal","669","552275","0.0-717.0","{""Q0"":""3. Estoy tenso.""}","{""Q0"":""UN POCO""}"
"","990","STAI_04","STAI","survey-multi-choice-horizontal","670","553271","0.0-718.0","{""Q0"":""4. Me siento disgustado.""}","{""Q0"":""NADA""}"
"","833","STAI_05","STAI","survey-multi-choice-horizontal","671","554111","0.0-719.0","{""Q0"":""5. Me siento a “mis anchas”.""}","{""Q0"":""UN POCO""}"
"","987","STAI_06","STAI","survey-multi-choice-horizontal","672","555106","0.0-720.0","{""Q0"":""6. Me siento alterado.""}","{""Q0"":""BASTANTE""}"
"","812","STAI_07","STAI","survey-multi-choice-horizontal","673","555924","0.0-721.0","{""Q0"":""7. En este momento estoy preocupado por algún posible problema.""}","{""Q0"":""UN POCO""}"
"","1074","STAI_08","STAI","survey-multi-choice-horizontal","674","557007","0.0-722.0","{""Q0"":""8. Me siento satisfecho.""}","{""Q0"":""NADA""}"
"","841","STAI_09","STAI","survey-multi-choice-horizontal","675","557856","0.0-723.0","{""Q0"":""9. Me siento asustado.""}","{""Q0"":""BASTANTE""}"
"","952","STAI_10","STAI","survey-multi-choice-horizontal","676","558816","0.0-724.0","{""Q0"":""10. Me siento cómodo.""}","{""Q0"":""BASTANTE""}"
"","886","STAI_11","STAI","survey-multi-choice-horizontal","677","559708","0.0-725.0","{""Q0"":""11. Tengo confianza en mí mismo.""}","{""Q0"":""MUCHO""}"
"","930","STAI_12","STAI","survey-multi-choice-horizontal","678","560644","0.0-726.0","{""Q0"":""12. Me siento nervioso.""}","{""Q0"":""NADA""}"
"","938","STAI_13","STAI","survey-multi-choice-horizontal","679","561589","0.0-727.0","{""Q0"":""13. Me siento agitado.""}","{""Q0"":""NADA""}"
"","832","STAI_14","STAI","survey-multi-choice-horizontal","680","562426","0.0-728.0","{""Q0"":""14. Me siento indeciso.""}","{""Q0"":""NADA""}"
"","1042","STAI_15","STAI","survey-multi-choice-horizontal","681","563474","0.0-729.0","{""Q0"":""15. Me siento tranquilo.""}","{""Q0"":""UN POCO""}"
"","820","STAI_16","STAI","survey-multi-choice-horizontal","682","564302","0.0-730.0","{""Q0"":""16. Me siento “a gusto”.""}","{""Q0"":""NADA""}"
"","977","STAI_17","STAI","survey-multi-choice-horizontal","683","565285","0.0-731.0","{""Q0"":""17. Estoy preocupado.""}","{""Q0"":""BASTANTE""}"
"","838","STAI_18","STAI","survey-multi-choice-horizontal","684","566129","0.0-732.0","{""Q0"":""18. Me siento aturdido.""}","{""Q0"":""UN POCO""}"
"","933","STAI_19","STAI","survey-multi-choice-horizontal","685","567068","0.0-733.0","{""Q0"":""19. Me siento equilibrado.""}","{""Q0"":""NADA""}"
"","883","STAI_20","STAI","survey-multi-choice-horizontal","686","567957","0.0-734.0","{""Q0"":""20. Me siento bien.""}","{""Q0"":""UN POCO""}"
"","1042","STAI_21","STAI","survey-multi-choice-horizontal","687","569010","0.0-735.0","{""Q0"":""21. Me siento bien.""}","{""Q0"":""NADA""}"
"","1122","STAI_22","STAI","survey-multi-choice-horizontal","688","570138","0.0-736.0","{""Q0"":""22. Me siento nervioso.""}","{""Q0"":""UN POCO""}"
"","950","STAI_23","STAI","survey-multi-choice-horizontal","689","571096","0.0-737.0","{""Q0"":""23. Me siento “a gusto” conmigo mismo.""}","{""Q0"":""NADA""}"
"","1018","STAI_24","STAI","survey-multi-choice-horizontal","690","572121","0.0-738.0","{""Q0"":""24. Quisiera ser tan feliz como otros parecen serlo.""}","{""Q0"":""NADA""}"
"","877","STAI_25","STAI","survey-multi-choice-horizontal","691","573008","0.0-739.0","{""Q0"":""25. Siento que fallo.""}","{""Q0"":""MUCHO""}"
"","1077","STAI_26","STAI","survey-multi-choice-horizontal","692","574090","0.0-740.0","{""Q0"":""26. Me siento descansado.""}","{""Q0"":""MUCHO""}"
"","849","STAI_27","STAI","survey-multi-choice-horizontal","693","574945","0.0-741.0","{""Q0"":""27. Soy una persona tranquila, serena y calmada.""}","{""Q0"":""NADA""}"
"","1063","STAI_28","STAI","survey-multi-choice-horizontal","694","576015","0.0-742.0","{""Q0"":""28. Siento que las dificultades se me amontonan y no las puedo superar.""}","{""Q0"":""MUCHO""}"
"","822","STAI_29","STAI","survey-multi-choice-horizontal","695","576845","0.0-743.0","{""Q0"":""29. Me preocupo demasiado por cosas sin importancia.""}","{""Q0"":""NADA""}"
"","1041","STAI_30","STAI","survey-multi-choice-horizontal","696","577896","0.0-744.0","{""Q0"":""30. Soy feliz.""}","{""Q0"":""NADA""}"
"","779","STAI_31","STAI","survey-multi-choice-horizontal","697","578682","0.0-745.0","{""Q0"":""31. Tengo malos pensamientos.""}","{""Q0"":""UN POCO""}"
"","1004","STAI_32","STAI","survey-multi-choice-horizontal","698","579694","0.0-746.0","{""Q0"":""32. Me falta confianza en mí mismo.""}","{""Q0"":""BASTANTE""}"
"","952","STAI_33","STAI","survey-multi-choice-horizontal","699","580652","0.0-747.0","{""Q0"":""33. Me siento seguro.""}","{""Q0"":""NADA""}"
"","909","STAI_34","STAI","survey-multi-choice-horizontal","700","581568","0.0-748.0","{""Q0"":""34. Puedo decidirme rápidamente.""}","{""Q0"":""BASTANTE""}"
"","1047","STAI_35","STAI","survey-multi-choice-horizontal","701","582623","0.0-749.0","{""Q0"":""35. Me siento “fuera de lugar”.""}","{""Q0"":""MUCHO""}"
"","810","STAI_36","STAI","survey-multi-choice-horizontal","702","583439","0.0-750.0","{""Q0"":""36. Me siento satisfecho.""}","{""Q0"":""BASTANTE""}"
"","1102","STAI_37","STAI","survey-multi-choice-horizontal","703","584548","0.0-751.0","{""Q0"":""37. Algunas ideas poco importantes ocupan mi cabeza y me molestan.""}","{""Q0"":""BASTANTE""}"
"","885","STAI_38","STAI","survey-multi-choice-horizontal","704","585441","0.0-752.0","{""Q0"":""38. Los desengaños me afectan tanto que no me los puedo sacar de la cabeza.""}","{""Q0"":""UN POCO""}"
"","1193","STAI_39","STAI","survey-multi-choice-horizontal","705","586645","0.0-753.0","{""Q0"":""39. Soy una persona estable.""}","{""Q0"":""MUCHO""}"
"","1567","STAI_40","STAI","survey-multi-choice-horizontal","706","588218","0.0-754.0","{""Q0"":""40. Cuando pienso en las cosas que tengo entre manos me pongo nervioso y tenso.""}","{""Q0"":""UN POCO""}"
