"success","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","rt","response","question_order"
"true","Instructions_01","DEMOGR","fullscreen","177","357462","0.0-189.0","","","",""
"","DEMOGR_01","DEMOGR","survey-text","178","360005","0.0-190.0","{""Q0"":""Indica tu edad""}","2541","{""Q0"":""90""}",""
"","DEMOGR_02","DEMOGR","survey-multi-choice-vertical","179","360851","0.0-191.0","{""Q0"":""Indica tu género""}","843","{""Q0"":"" No binario""}",""
"","DEMOGR_03","DEMOGR","survey-html-form","180","361617","0.0-192.0","{""Q0"":""Indica tu correo electrónico personal(enviaremos la giftcard a este email cuando finalices las tareas)""}","763.3000000007451","{""Q0"":""K6wC3qf@gmail.com""}",""
"","DEMOGR_05","DEMOGR","survey-multi-choice-vertical","181","362295","0.0-193.0","{""Q0"":""¿Tienes algún tipo de daltonismo?""}","675","{""Q0"":"" No""}",""
"","DEMOGR_06","DEMOGR","survey-html-form","182","362959","0.0-194.0","{""Q0"":""Elige del desplegable tu comuna de residencia.""}","660.6999999992549","{""Q0"":""cK35""}",""
"","DEMOGR_07","DEMOGR","survey-multi-choice-vertical","183","364815","0.0-195.0","{""Q0"":""Indica tú nivel de estudios""}","1850","{""Q0"":"" Universidad incompleta""}",""
"","DEMOGR_08","DEMOGR","survey-multi-choice-vertical","184","365839","0.0-196.0","{""Q0"":""¿Qué estas estudiando?""}","1021","{""Q0"":"" Otro""}",""
"","DEMOGR_10","DEMOGR","survey-multi-choice-vertical","185","366924","0.0-198.0","{""Q0"":""Año completado de tus estudios""}","1081","{""Q0"":"" Segundo""}",""
"","DEMOGR_11","DEMOGR","survey-html-form","186","367402","0.0-199.0","{""Q0"":""Elige del desplegable la institución educativa a la que asistes. En caso de que no aparezca, introduce el nombre.""}","473.5","{""Q0"":""0JqkdnNqX5mPemG1zV4gq7eOZl1gyXCjSH0""}",""
"","DEMOGR_12","DEMOGR","survey-multi-choice-vertical","187","368923","0.0-200.0","{""Q0"":""Indica el nivel de estudios de tu madre""}","1515","{""Q0"":"" Universidad completa""}",""
"","DEMOGR_13","DEMOGR","survey-multi-choice-vertical","188","370560","0.0-201.0","{""Q0"":""Indica el nivel de estudios de tu padre""}","1628","{""Q0"":"" Básica incompleta""}",""
"","DEMOGR_14","DEMOGR","survey-multi-choice-vertical","189","371432","0.0-202.0","{""Q0"":""¿Qué tipo de seguro de salud tienes?""}","868","{""Q0"":"" Isapre""}",""
"","DEMOGR_15","DEMOGR","survey-multi-choice-horizontal","190","372281","0.0-203.0","{""Q0"":""¿Alguna vez has estado embarazada?""}","845","{""Q0"":"" Si""}",""
"","DEMOGR_16","DEMOGR","survey-multi-choice-horizontal","191","372935","0.0-204.0","{""Q0"":""¿Alguna vez has tenido un parto vaginal o cesarea?""}","652","{""Q0"":"" Si""}",""
"","DEMOGR_17","DEMOGR","survey-multi-choice-horizontal","192","373733","0.0-205.0","{""Q0"":""¿Quieres tener hijos en el futuro?""}","794","{""Q0"":"" No se""}",""
"","DEMOGR_18","DEMOGR","survey-text","193","374433","0.0-206.0","{""Q0"":""¿Cuántos hijos(as) te gustaría tener? (0, 1, 2, 3...)""}","694","{""Q0"":""27""}",""
"","DEMOGR_19","DEMOGR","survey-multi-select","194","375144","0.0-207.0","{""Q0"":""Indica si alguna de las siguientes personas o grupos ha tenido una cesarea (puedes marcar más de una opción):""}","708.8000000007451","{""Q0"":[""&nbsp;Madre""]}","[0]"
