"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":336}]","336","Instructions","RSS","instructions","684","385213","0.0-647.0","",""
"","816","RSS_01","RSS","survey-multi-choice-horizontal","685","386033","0.0-648.0","{""Q0"":""1. Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":""Muy en desacuerdo""}"
"","655","RSS_02","RSS","survey-multi-choice-horizontal","686","386691","0.0-649.0","{""Q0"":""2. Creo que tengo un buen número de cualidades.""}","{""Q0"":""Muy de acuerdo""}"
"","628","RSS_03","RSS","survey-multi-choice-horizontal","687","387322","0.0-650.0","{""Q0"":""3. En general, me inclino a pensar que soy un fracasado/a.""}","{""Q0"":""De acuerdo""}"
"","597","RSS_04","RSS","survey-multi-choice-horizontal","688","387922","0.0-651.0","{""Q0"":""4. Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":""Muy en desacuerdo""}"
"","611","RSS_05","RSS","survey-multi-choice-horizontal","689","388534","0.0-652.0","{""Q0"":""5. Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":""Muy de acuerdo""}"
"","630","RSS_06","RSS","survey-multi-choice-horizontal","690","389167","0.0-653.0","{""Q0"":""6. Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":""De acuerdo""}"
"","635","RSS_07","RSS","survey-multi-choice-horizontal","691","389804","0.0-654.0","{""Q0"":""7. En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":""De acuerdo""}"
"","648","RSS_08","RSS","survey-multi-choice-horizontal","692","390455","0.0-655.0","{""Q0"":""8. Desearía valorarme más a mi mismo/a.""}","{""Q0"":""En desacuerdo""}"
"","619","RSS_09","RSS","survey-multi-choice-horizontal","693","391077","0.0-656.0","{""Q0"":""9. A veces me siento verdaderamente inútil.""}","{""Q0"":""Muy en desacuerdo""}"
"","574","RSS_10","RSS","survey-multi-choice-horizontal","694","391653","0.0-657.0","{""Q0"":""10. A veces pienso que no soy bueno/a para nada.""}","{""Q0"":""Muy en desacuerdo""}"
