"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":277}]","277","Instructions","GHQ12","instructions","244","148292","0.0-258.0","",""
"","645","GHQ12_01","GHQ12","survey-multi-choice-vertical","245","148939","0.0-259.0","{""Q0"":"" Últimamente, ¿Ha podido concentrarse bien en lo que hacía?""}","{""Q0"":"" Igual que lo habitual""}"
"","561","GHQ12_02","GHQ12","survey-multi-choice-vertical","246","149502","0.0-260.0","{""Q0"":"" Últimamente, ¿Sus preocupaciones le han hecho perder mucho sueño?""}","{""Q0"":"" Mucho más que lo habitual""}"
"","660","GHQ12_03","GHQ12","survey-multi-choice-vertical","247","150164","0.0-261.0","{""Q0"":"" Últimamente, ¿Ha sentido que está desempeñando un papel útil en la vida?""}","{""Q0"":"" Mucho menos útil que lo habitual""}"
"","567","GHQ12_04","GHQ12","survey-multi-choice-vertical","248","150734","0.0-262.0","{""Q0"":"" Últimamente, ¿Se ha sentido capaz de tomar decisiones?""}","{""Q0"":"" Mucho menos que lo habitual""}"
"","547","GHQ12_05","GHQ12","survey-multi-choice-vertical","249","151284","0.0-263.0","{""Q0"":"" Últimamente, ¿Se ha notado constantemente agobiado y en tensión?""}","{""Q0"":"" Algo más que lo habitual""}"
"","709","GHQ12_06","GHQ12","survey-multi-choice-vertical","250","151996","0.0-264.0","{""Q0"":"" Últimamente, ¿Ha tenido la sensación de que no puede superar sus dificultades?""}","{""Q0"":"" Algo más que lo habitual""}"
"","573","GHQ12_07","GHQ12","survey-multi-choice-vertical","251","152571","0.0-265.0","{""Q0"":"" Últimamente, ¿Ha sido capaz de disfrutar de sus actividades normales de cada día?""}","{""Q0"":"" Mucho menos que lo habitual""}"
"","608","GHQ12_08","GHQ12","survey-multi-choice-vertical","252","153182","0.0-266.0","{""Q0"":"" Últimamente, ¿Ha sido capaz de hacer frente adecuadamente a sus problemas?""}","{""Q0"":"" Menos que lo habitual""}"
"","585","GHQ12_09","GHQ12","survey-multi-choice-vertical","253","153769","0.0-267.0","{""Q0"":"" Últimamente, ¿Se ha sentido poco feliz o deprimido?""}","{""Q0"":"" Mucho más que lo habitual""}"
"","605","GHQ12_10","GHQ12","survey-multi-choice-vertical","254","154376","0.0-268.0","{""Q0"":"" Últimamente, ¿Ha perdido confianza en sí mismo?""}","{""Q0"":"" No, en absoluto""}"
"","811","GHQ12_11","GHQ12","survey-multi-choice-vertical","255","155189","0.0-269.0","{""Q0"":"" Últimamente, ¿Ha pensado que usted es una persona que no vale para nada?""}","{""Q0"":"" No, en absoluto""}"
"","626","GHQ12_12","GHQ12","survey-multi-choice-vertical","256","155817","0.0-270.0","{""Q0"":"" Últimamente, ¿Se siente razonablemente feliz considerando todas las circunstancias?""}","{""Q0"":"" Mucho menos que lo habitual""}"
