"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":323}]","323","Instructions_01","SRSav","instructions","813","460572","0.0-784.0","",""
"","816","SRSav_01","SRSav","survey-multi-choice-vertical","814","461392","0.0-785.0","{""Q0"":""1. ¿Con qué frecuencia asiste a los servicios de la iglesia?""}","{""Q0"":""Nunca""}"
"","776","SRSav_02","SRSav","survey-multi-choice-vertical","815","462172","0.0-786.0","{""Q0"":""2. ¿Con qué frecuencia participas en otras actividades religiosas? (actividades grupales, es decir, clases de escuela dominical para adultos, grupos de estudio bíblico, grupos de oración, etc.)""}","{""Q0"":""Raramente""}"
"[{""page_index"":0,""viewing_time"":291}]","291","Instructions_02","SRSav","instructions","816","462464","0.0-787.0","",""
"","784","SRSav_03","SRSav","survey-multi-choice-vertical","817","463253","0.0-788.0","{""Q0"":""3. ¿Con qué frecuencia rezas en privado?""}","{""Q0"":""Nunca""}"
"","755","SRSav_04","SRSav","survey-multi-choice-vertical","818","464011","0.0-789.0","{""Q0"":""4. ¿Con qué frecuencia lees la Biblia u otros religiosos? literatura (revistas, periódicos, libros) en casa?""}","{""Q0"":""Varias veces al mes""}"
"","825","SRSav_05","SRSav","survey-multi-choice-vertical","819","464839","0.0-790.0","{""Q0"":""5. ¿Con qué frecuencia escuchas o ves programas religiosos en radio o televisión?""}","{""Q0"":""Nunca""}"
"[{""page_index"":0,""viewing_time"":289}]","289","Instructions_03","SRSav","instructions","820","465130","0.0-791.0","",""
"","693","SRSav_06","SRSav","survey-multi-choice-vertical","821","465825","0.0-792.0","{""Q0"":""6. Mi fe involucra toda mi vida.""}","{""Q0"":""Tiende a ser verdad""}"
"","742","SRSav_07","SRSav","survey-multi-choice-vertical","822","466570","0.0-793.0","{""Q0"":""7. En mi vida, experimento la presencia de lo divino (es decir, de Dios).""}","{""Q0"":""Tiende a no ser cierto""}"
"","672","SRSav_08","SRSav","survey-multi-choice-vertical","823","467245","0.0-794.0","{""Q0"":""8. Aunque soy una persona religiosa, me niego a dejar que consideraciones religiosas influyan en mis asuntos cotidianos.""}","{""Q0"":""Tiende a ser verdad""}"
"","716","SRSav_09","SRSav","survey-multi-choice-vertical","824","467965","0.0-795.0","{""Q0"":""9. Nada es tan importante para mí como servir a Dios como mejor se hacerlo.""}","{""Q0"":""Definitivamente cierto de mí""}"
"","749","SRSav_10","SRSav","survey-multi-choice-vertical","825","468717","0.0-796.0","{""Q0"":""10. Mi fe a veces restringe mis acciones.""}","{""Q0"":""Tiende a no ser cierto""}"
"","674","SRSav_11","SRSav","survey-multi-choice-vertical","826","469393","0.0-797.0","{""Q0"":""11. Mis creencias religiosas son lo que realmente se encuentra detrás de todo mi enfoque de vida.""}","{""Q0"":""Definitivamente no es cierto para mí""}"
"","709","SRSav_12","SRSav","survey-multi-choice-vertical","827","470104","0.0-798.0","{""Q0"":""12. Me esfuerzo por llevar mi religión a todos los demás aspectos de mi vida.""}","{""Q0"":""Definitivamente cierto de mí""}"
"","732","SRSav_13","SRSav","survey-multi-choice-vertical","828","470840","0.0-799.0","{""Q0"":""13. Uno debe buscar la guía de Dios al tomar decisiones importantes.""}","{""Q0"":""Definitivamente en desacuerdo""}"
"","707","SRSav_14","SRSav","survey-multi-choice-vertical","829","471549","0.0-800.0","{""Q0"":""14. Aunque creo en la religión, siento que hay muchas cosas más importantes en la vida.""}","{""Q0"":""Inseguro""}"
"","722","SRSav_15","SRSav","survey-multi-choice-vertical","830","472275","0.0-801.0","{""Q0"":""15. No importa tanto lo que yo crea siempre y cuando lleve una vida moral.""}","{""Q0"":""Tiende a estar de acuerdo""}"
