"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":362}]","362","Instructions","SASS","instructions","726","407422","0.0-691.0","",""
"","507","SASS_01","SASS","survey-multi-choice-vertical","727","407931","0.0-692.0","{""Q0"":""1. ¿Tiene usted algún trabajo?""}","{""Q0"":"" Si""}"
"","667","SASS_02","SASS","survey-multi-choice-vertical","728","408600","0.0-693.0-0.0","{""Q0"":""2. ¿Qué tan interesado/a está en su trabajo?""}","{""Q0"":"" Medianamente""}"
"","652","SASS_04","SASS","survey-multi-choice-vertical","729","409254","0.0-695.0","{""Q0"":""3. Realiza estas actividades, con: ""}","{""Q0"":"" Mucho gozo""}"
"","842","SASS_05","SASS","survey-multi-choice-vertical","730","410099","0.0-696.0","{""Q0"":""4. ¿Está interesado/a en pasatiempos/ocio?""}","{""Q0"":"" Medianamente""}"
"","617","SASS_06","SASS","survey-multi-choice-vertical","731","410719","0.0-697.0","{""Q0"":""5. La calidad de tu tiempo libre es:""}","{""Q0"":"" Muy buena""}"
"","656","SASS_07","SASS","survey-multi-choice-vertical","732","411378","0.0-698.0","{""Q0"":""6. ¿Con qué frecuencia usted busca contacto con los miembros de su familia? (Cónyuges, Hijos, Padres, etc.)""}","{""Q0"":"" Nunca""}"
"","727","SASS_08","SASS","survey-multi-choice-vertical","733","412108","0.0-699.0","{""Q0"":""7. El estado de relaciones de su familia es:""}","{""Q0"":"" Muy bueno""}"
"","649","SASS_09","SASS","survey-multi-choice-vertical","734","412760","0.0-700.0","{""Q0"":""8- Fuera de su familia, ¿tiene relaciones con:""}","{""Q0"":"" Pocas personas?""}"
"","984","SASS_10","SASS","survey-multi-choice-vertical","735","413748","0.0-701.0","{""Q0"":""9. ¿Intenta formar relaciones con otras personas:""}","{""Q0"":"" Muy activamente?""}"
"","777","SASS_11","SASS","survey-multi-choice-vertical","736","414528","0.0-702.0","{""Q0"":""10. ¿En general, cómo valora sus relaciones con otras personas?""}","{""Q0"":"" Buena""}"
"","645","SASS_12","SASS","survey-multi-choice-vertical","737","415177","0.0-703.0","{""Q0"":""11. ¿Qué valor le otorga a sus relaciones con otras personas?""}","{""Q0"":"" Poco valor""}"
"","628","SASS_13","SASS","survey-multi-choice-vertical","738","415808","0.0-704.0","{""Q0"":""12. ¿Qué tan a menudo las personas en su círculo social buscan tomar contacto con usted?""}","{""Q0"":"" Raramente""}"
"","619","SASS_14","SASS","survey-multi-choice-vertical","739","416429","0.0-705.0","{""Q0"":""13. ¿Se preocupa de las normas sociales, las buenas maneras, la cortesía, etc.?""}","{""Q0"":"" Nunca""}"
"","640","SASS_15","SASS","survey-multi-choice-vertical","740","417071","0.0-706.0","{""Q0"":""14. ¿Hasta qué punto está usted involucrado/a en la vida comunitaria (Club, etc.)""}","{""Q0"":"" Moderadamente""}"
"","573","SASS_16","SASS","survey-multi-choice-vertical","741","417647","0.0-707.0","{""Q0"":""15. ¿Le gusta buscar información acerca de cosas, situaciones, y personas para mejorar su comprensión de ellos?""}","{""Q0"":"" Moderadamente""}"
"","593","SASS_17","SASS","survey-multi-choice-vertical","742","418244","0.0-708.0","{""Q0"":""16. ¿Está interesado/a en información científica, técnica o cultural?""}","{""Q0"":"" Mucho""}"
"","572","SASS_18","SASS","survey-multi-choice-vertical","743","418819","0.0-709.0","{""Q0"":""17. ¿Con qué frecuencia encuentra dificultad para expresar su opinión a las personas?""}","{""Q0"":"" A veces""}"
"","597","SASS_19","SASS","survey-multi-choice-vertical","744","419418","0.0-710.0","{""Q0"":""18. ¿Con qué frecuencia se siente rechazado/a o excluido/a de su círculo?""}","{""Q0"":"" A veces""}"
"","641","SASS_20","SASS","survey-multi-choice-vertical","745","420062","0.0-711.0","{""Q0"":""19. ¿Qué tan importante considera su apariencia física?""}","{""Q0"":"" Mucho""}"
"","641","SASS_21","SASS","survey-multi-choice-vertical","746","420705","0.0-712.0","{""Q0"":""20. ¿En qué grado tiene dificultades para manejar sus recursos e ingresos económicos?""}","{""Q0"":"" A menudo""}"
"","651","SASS_22","SASS","survey-multi-choice-vertical","747","421358","0.0-713.0","{""Q0"":""21. ¿Se siente capaz de organizar su entorno de acuerdo a sus deseos y necesidades?""}","{""Q0"":"" Moderadamente""}"
