"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":271}]","271","Instructions","SASS","instructions","687","336644","0.0-648.0","",""
"","463","SASS_01","SASS","survey-multi-choice-vertical","688","337109","0.0-649.0","{""Q0"":""1. ¿Tiene usted algún trabajo?""}","{""Q0"":"" No""}"
"","582","SASS_03","SASS","survey-multi-choice-vertical","689","337696","0.0-651.0-0.0","{""Q0"":""2. ¿Qué tan interesado/a está en actividades relacionadas a su hogar?""}","{""Q0"":"" Mucho""}"
"","562","SASS_04","SASS","survey-multi-choice-vertical","690","338262","0.0-652.0","{""Q0"":""3. Realiza estas actividades, con: ""}","{""Q0"":"" Algo de gozo""}"
"","568","SASS_05","SASS","survey-multi-choice-vertical","691","338835","0.0-653.0","{""Q0"":""4. ¿Está interesado/a en pasatiempos/ocio?""}","{""Q0"":"" Poco""}"
"","540","SASS_06","SASS","survey-multi-choice-vertical","692","339378","0.0-654.0","{""Q0"":""5. La calidad de tu tiempo libre es:""}","{""Q0"":"" Muy buena""}"
"","550","SASS_07","SASS","survey-multi-choice-vertical","693","339933","0.0-655.0","{""Q0"":""6. ¿Con qué frecuencia usted busca contacto con los miembros de su familia? (Cónyuges, Hijos, Padres, etc.)""}","{""Q0"":"" Muy frecuente""}"
"","521","SASS_08","SASS","survey-multi-choice-vertical","694","340459","0.0-656.0","{""Q0"":""7. El estado de relaciones de su familia es:""}","{""Q0"":"" Justo""}"
"","531","SASS_09","SASS","survey-multi-choice-vertical","695","340994","0.0-657.0","{""Q0"":""8- Fuera de su familia, ¿tiene relaciones con:""}","{""Q0"":"" Nadie?""}"
"","534","SASS_10","SASS","survey-multi-choice-vertical","696","341533","0.0-658.0","{""Q0"":""9. ¿Intenta formar relaciones con otras personas:""}","{""Q0"":"" Muy activamente?""}"
"","525","SASS_11","SASS","survey-multi-choice-vertical","697","342061","0.0-659.0","{""Q0"":""10. ¿En general, cómo valora sus relaciones con otras personas?""}","{""Q0"":"" Buena""}"
"","536","SASS_12","SASS","survey-multi-choice-vertical","698","342601","0.0-660.0","{""Q0"":""11. ¿Qué valor le otorga a sus relaciones con otras personas?""}","{""Q0"":"" Algún valor""}"
"","543","SASS_13","SASS","survey-multi-choice-vertical","699","343148","0.0-661.0","{""Q0"":""12. ¿Qué tan a menudo las personas en su círculo social buscan tomar contacto con usted?""}","{""Q0"":"" Raramente""}"
"","542","SASS_14","SASS","survey-multi-choice-vertical","700","343694","0.0-662.0","{""Q0"":""13. ¿Se preocupa de las normas sociales, las buenas maneras, la cortesía, etc.?""}","{""Q0"":"" Nunca""}"
"","581","SASS_15","SASS","survey-multi-choice-vertical","701","344278","0.0-663.0","{""Q0"":""14. ¿Hasta qué punto está usted involucrado/a en la vida comunitaria (Club, etc.)""}","{""Q0"":"" Completamente""}"
"","561","SASS_16","SASS","survey-multi-choice-vertical","702","344844","0.0-664.0","{""Q0"":""15. ¿Le gusta buscar información acerca de cosas, situaciones, y personas para mejorar su comprensión de ellos?""}","{""Q0"":"" Para nada""}"
"","562","SASS_17","SASS","survey-multi-choice-vertical","703","345410","0.0-665.0","{""Q0"":""16. ¿Está interesado/a en información científica, técnica o cultural?""}","{""Q0"":"" Levemente""}"
"","537","SASS_18","SASS","survey-multi-choice-vertical","704","345953","0.0-666.0","{""Q0"":""17. ¿Con qué frecuencia encuentra dificultad para expresar su opinión a las personas?""}","{""Q0"":"" A menudo""}"
"","536","SASS_19","SASS","survey-multi-choice-vertical","705","346493","0.0-667.0","{""Q0"":""18. ¿Con qué frecuencia se siente rechazado/a o excluido/a de su círculo?""}","{""Q0"":"" Siempre""}"
"","570","SASS_20","SASS","survey-multi-choice-vertical","706","347066","0.0-668.0","{""Q0"":""19. ¿Qué tan importante considera su apariencia física?""}","{""Q0"":"" Para nada""}"
"","531","SASS_21","SASS","survey-multi-choice-vertical","707","347602","0.0-669.0","{""Q0"":""20. ¿En qué grado tiene dificultades para manejar sus recursos e ingresos económicos?""}","{""Q0"":"" Siempre""}"
"","543","SASS_22","SASS","survey-multi-choice-vertical","708","348150","0.0-670.0","{""Q0"":""21. ¿Se siente capaz de organizar su entorno de acuerdo a sus deseos y necesidades?""}","{""Q0"":"" Moderadamente""}"
