"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":286}]","286","Instructions","RSS","instructions","644","317688","0.0-604.0","",""
"","654","RSS_01","RSS","survey-multi-choice-horizontal","645","318349","0.0-605.0","{""Q0"":""1. Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":""Muy en desacuerdo""}"
"","544","RSS_02","RSS","survey-multi-choice-horizontal","646","318897","0.0-606.0","{""Q0"":""2. Creo que tengo un buen número de cualidades.""}","{""Q0"":""Muy en desacuerdo""}"
"","539","RSS_03","RSS","survey-multi-choice-horizontal","647","319440","0.0-607.0","{""Q0"":""3. En general, me inclino a pensar que soy un fracasado/a.""}","{""Q0"":""Muy en desacuerdo""}"
"","651","RSS_04","RSS","survey-multi-choice-horizontal","648","320096","0.0-608.0","{""Q0"":""4. Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":""Muy de acuerdo""}"
"","543","RSS_05","RSS","survey-multi-choice-horizontal","649","320643","0.0-609.0","{""Q0"":""5. Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":""De acuerdo""}"
"","572","RSS_06","RSS","survey-multi-choice-horizontal","650","321218","0.0-610.0","{""Q0"":""6. Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":""Muy en desacuerdo""}"
"","528","RSS_07","RSS","survey-multi-choice-horizontal","651","321750","0.0-611.0","{""Q0"":""7. En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":""Muy en desacuerdo""}"
"","562","RSS_08","RSS","survey-multi-choice-horizontal","652","322316","0.0-612.0","{""Q0"":""8. Desearía valorarme más a mi mismo/a.""}","{""Q0"":""De acuerdo""}"
"","533","RSS_09","RSS","survey-multi-choice-horizontal","653","322852","0.0-613.0","{""Q0"":""9. A veces me siento verdaderamente inútil.""}","{""Q0"":""Muy de acuerdo""}"
"","525","RSS_10","RSS","survey-multi-choice-horizontal","654","323381","0.0-614.0","{""Q0"":""10. A veces pienso que no soy bueno/a para nada.""}","{""Q0"":""Muy en desacuerdo""}"
